Accno	Trimpoints Used	Used Trimmed Length	Orig Trimpoints	Orig Trimmed Length	Raw Length
HSKHDBE02HUAZX	58-423	366	15-442	428	553
HSKHDBE02HYL9Q	56-367	312	15-367	353	500
HSKHDBE02IM4QE	57-322	266	15-322	308	492
HSKHDBE02JLFID	55-192	138	15-192	178	841
HSKHDBE02HKK07	57-382	326	15-382	368	538
HSKHDBE02IZ7BG	37-37	1	15-52	38	563
HSKHDBE02G9PMK	57-310	254	15-310	296	313
HSKHDBE02G2ZHO	56-420	365	15-420	406	514
HSKHDBE02IBT8I	56-82	27	15-82	68	210
HSKHDBE02IPQC0	59-442	384	15-452	438	515
HSKHDBE02I875W	58-335	278	15-335	321	514
HSKHDBE02GD2ED	57-480	424	15-480	466	520
HSKHDBE02HJSIA	58-216	159	15-216	202	696
HSKHDBE02GQSTE	54-354	301	15-354	340	507
HSKHDBE02HLAPS	55-511	457	15-512	498	525
HSKHDBE02I91J4	56-137	82	15-137	123	682
HSKHDBE02FOSP7	59-502	444	15-502	488	517
HSKHDBE02IEI5O	58-348	291	15-348	334	512
HSKHDBE02HB6DF	56-465	410	15-477	463	548
HSKHDBE02F3TJM	56-353	298	15-353	339	375
HSKHDBE02FITXQ	58-373	316	15-407	393	510
HSKHDBE02G7XH8	57-469	413	15-469	455	499
HSKHDBE02JKXSE	59-310	252	15-310	296	526
HSKHDBE02HLHZ7	57-107	51	15-107	93	662
HSKHDBE02GPYGK	57-407	351	15-407	393	525
HSKHDBE02H6RQP	55-397	343	15-397	383	513
HSKHDBE02JJYNH	55-440	386	15-448	434	520
HSKHDBE02H3HDP	56-127	72	15-127	113	767
HSKHDBE02GOBJ0	58-353	296	15-353	339	520
HSKHDBE02HC7LQ	53-385	333	15-385	371	539
HSKHDBE02GRGM4	55-453	399	15-453	439	518
HSKHDBE02F9L2S	58-467	410	15-467	453	514
HSKHDBE02G4ABF	57-70	14	15-70	56	600
HSKHDBE02JMBLV	57-195	139	15-195	181	197
HSKHDBE02IN6MV	56-457	402	15-457	443	547
HSKHDBE02JB9BB	57-219	163	15-277	263	299
HSKHDBE02H9LFN	61-465	405	15-484	470	515
HSKHDBE02FW14Z	56-388	333	15-388	374	509
HSKHDBE02FLDDJ	57-419	363	15-419	405	539
HSKHDBE02I9WRT	56-102	47	15-102	88	534
HSKHDBE02HS2WX	54-252	199	15-310	296	345
HSKHDBE02HXIJS	61-518	458	15-518	504	523
HSKHDBE02IBOF6	55-427	373	15-427	413	521
HSKHDBE02GBJHR	54-440	387	15-440	426	525
HSKHDBE02GI6RJ	56-312	257	15-312	298	540
HSKHDBE02HS8AZ	57-126	70	15-126	112	811
HSKHDBE02JJB1J	57-384	328	15-384	370	536
HSKHDBE02GMRV7	62-178	117	15-212	198	786
HSKHDBE02F7A7U	54-382	329	15-382	368	543
HSKHDBE02GV3KH	62-182	121	15-214	200	513
HSKHDBE02I0FWX	58-318	261	15-318	304	508
HSKHDBE02IGYQ3	56-378	323	15-378	364	518
HSKHDBE02IRM57	93-397	305	15-409	395	483
HSKHDBE02FSF8V	59-75	17	15-76	62	739
HSKHDBE02HVS6A	54-327	274	15-327	313	517
HSKHDBE02GWLXU	57-425	369	15-425	411	519
HSKHDBE02G69BS	57-438	382	15-438	424	552
HSKHDBE02IVV70	60-387	328	15-387	373	503
HSKHDBE02JQQDP	56-348	293	15-348	334	371
HSKHDBE02HEI7E	56-331	276	15-346	332	515
HSKHDBE02H0VBJ	60-386	327	15-386	372	493
HSKHDBE02FRIBD	58-197	140	15-198	184	506
HSKHDBE02GWJT1	57-318	262	15-318	304	492
HSKHDBE02G4HUT	56-431	376	15-433	419	504
HSKHDBE02G91S3	60-341	282	15-341	327	505
HSKHDBE02GKJFF	56-453	398	15-462	448	556
HSKHDBE02FY3XF	54-319	266	15-319	305	329
HSKHDBE02GFUIM	61-465	405	15-484	470	520
HSKHDBE02JNUXM	57-327	271	15-327	313	557
HSKHDBE02FTB4C	56-458	403	15-458	444	562
HSKHDBE02G4AUV	58-344	287	15-344	330	508
HSKHDBE02H4E9M	56-394	339	15-394	380	547
HSKHDBE02F4QFU	56-509	454	15-509	495	522
HSKHDBE02JL2H7	58-122	65	15-130	116	710
HSKHDBE02HB9AS	56-453	398	15-453	439	520
HSKHDBE02G0OXW	59-508	450	15-508	494	515
HSKHDBE02IBJGV	93-331	239	15-362	348	490
HSKHDBE02JAV2L	57-388	332	15-388	374	494
HSKHDBE02ICBHR	56-398	343	15-398	384	514
HSKHDBE02IC3FY	55-376	322	15-376	362	526
HSKHDBE02GTBS2	56-429	374	15-429	415	500
HSKHDBE02JSPAD	58-245	188	15-245	231	724
HSKHDBE02FSR8F	56-320	265	15-320	306	548
HSKHDBE02IMBAQ	59-466	408	15-466	452	508
HSKHDBE02JM1EB	56-74	19	15-74	60	697
HSKHDBE02GS72J	54-279	226	15-279	265	281
HSKHDBE02GXOI6	59-429	371	15-429	415	504
HSKHDBE02IYU3V	56-162	107	15-162	148	608
HSKHDBE02JB7O9	54-281	228	15-281	267	283
HSKHDBE02H4NH6	58-370	313	15-370	356	511
HSKHDBE02GLODT	56-438	383	15-438	424	500
HSKHDBE02J5IJX	56-398	343	15-398	384	495
HSKHDBE02HJ0US	36-36	1	15-71	57	581
HSKHDBE02HQZ74	61-460	400	15-460	446	473
HSKHDBE02HWCQM	80-329	250	15-329	315	348
HSKHDBE02HA685	93-473	381	15-473	459	484
HSKHDBE02HJLAH	58-322	265	15-322	308	515
HSKHDBE02GUGDY	58-467	410	15-467	453	515
HSKHDBE02HT4N3	50-50	1	15-50	36	659
HSKHDBE02FQGLU	61-109	49	15-109	95	504
HSKHDBE02HJ9AD	57-427	371	15-427	413	501
HSKHDBE02JV9BN	59-351	293	15-351	337	647
HSKHDBE02FOPVY	93-483	391	15-483	469	521
HSKHDBE02HMMZ1	54-426	373	15-426	412	511
HSKHDBE02GY189	59-307	249	15-307	293	329
HSKHDBE02HV0LJ	55-68	14	15-68	54	583
HSKHDBE02GBHEV	55-373	319	15-373	359	524
HSKHDBE02H8O7V	57-458	402	15-458	444	542
HSKHDBE02GPS51	54-399	346	15-407	393	508
HSKHDBE02JBI7E	93-483	391	15-483	469	523
HSKHDBE02J188Y	54-354	301	15-354	340	515
HSKHDBE02H23HJ	58-429	372	15-429	415	508
HSKHDBE02HP6ZW	60-81	22	15-81	67	490
HSKHDBE02H9EXX	54-68	15	15-68	54	731
HSKHDBE02GITJ3	54-371	318	15-371	357	512
HSKHDBE02FSJDY	58-392	335	15-423	409	480
HSKHDBE02HPDSC	57-388	332	15-388	374	501
HSKHDBE02FGL0C	58-355	298	14-355	342	516
HSKHDBE02HIXV2	60-467	408	15-467	453	494
HSKHDBE02HLEL8	57-64	8	15-64	50	576
HSKHDBE02H1C05	57-385	329	15-393	379	493
HSKHDBE02IBYP7	54-310	257	15-310	296	555
HSKHDBE02JS2GR	54-430	377	15-430	416	496
HSKHDBE02IVUUM	60-325	266	15-339	325	423
HSKHDBE02GLSNG	56-428	373	15-428	414	520
HSKHDBE02JI6QH	56-406	351	15-406	392	517
HSKHDBE02GF8FF	58-197	140	15-197	183	577
HSKHDBE02HLWNZ	93-497	405	15-497	483	520
HSKHDBE02IV87X	54-339	286	15-339	325	518
HSKHDBE02FJWJ8	56-184	129	15-184	170	185
HSKHDBE02GAMF2	62-396	335	15-396	382	509
HSKHDBE02IFYB0	59-488	430	15-496	482	513
HSKHDBE02JTXIN	54-349	296	15-364	350	506
HSKHDBE02GHPZD	57-407	351	15-408	394	507
HSKHDBE02FFXDQ	54-185	132	15-210	196	334
HSKHDBE02HW6AR	56-406	351	15-406	392	530
HSKHDBE02G7QVT	55-60	6	15-60	46	539
HSKHDBE02FPLKG	55-125	71	15-125	111	654
HSKHDBE02HODM6	56-410	355	15-410	396	511
HSKHDBE02GZJ95	54-409	356	15-444	430	516
HSKHDBE02JJJ7Y	56-362	307	15-362	348	505
HSKHDBE02GFPBT	57-57	1	15-57	43	625
HSKHDBE02G6UXV	58-316	259	15-316	302	549
HSKHDBE02JF20N	59-388	330	15-388	374	506
HSKHDBE02HY4JN	34-34	1	15-51	37	594
HSKHDBE02IB68B	56-456	401	15-456	442	478
HSKHDBE02FSIR4	59-482	424	15-482	468	519
HSKHDBE02HZDBF	58-389	332	15-389	375	516
HSKHDBE02FN3ZE	59-506	448	15-506	492	531
HSKHDBE02IUPJV	59-385	327	15-396	382	474
HSKHDBE02IKLW1	55-452	398	15-465	451	557
HSKHDBE02HFTNB	57-79	23	15-79	65	733
HSKHDBE02IYNJH	56-382	327	15-382	368	490
HSKHDBE02IAEEI	55-433	379	14-433	420	515
HSKHDBE02GCPY0	57-459	403	15-459	445	503
HSKHDBE02HUKCG	54-428	375	15-428	414	522
HSKHDBE02GMHFI	57-327	271	15-327	313	489
HSKHDBE02HT6X0	59-442	384	15-446	432	517
HSKHDBE02G1BST	60-466	407	15-466	452	496
HSKHDBE02G0GRY	56-343	288	15-353	339	560
HSKHDBE02HYVDC	62-368	307	15-368	354	515
HSKHDBE02JTFGV	55-287	233	15-287	273	571
HSKHDBE02G8GU7	56-346	291	15-354	340	501
HSKHDBE02GEC21	54-428	375	15-428	414	521
HSKHDBE02I7NWW	56-300	245	15-300	286	406
HSKHDBE02HBQ4Y	57-426	370	15-426	412	523
HSKHDBE02G7WX7	53-251	199	15-251	237	523
HSKHDBE02J10UN	59-260	202	15-260	246	674
HSKHDBE02JEBDZ	57-288	232	15-288	274	596
HSKHDBE02HH7QM	56-363	308	15-363	349	370
HSKHDBE02G08N9	53-409	357	15-409	395	540
HSKHDBE02H6ISM	54-407	354	15-414	400	508
HSKHDBE02GAG6T	59-366	308	15-366	352	370
HSKHDBE02FNLU5	54-460	407	14-460	447	517
HSKHDBE02JVOTL	55-373	319	15-373	359	528
HSKHDBE02H9F6V	59-342	284	15-342	328	531
HSKHDBE02HSRJ4	56-366	311	15-366	352	495
HSKHDBE02JZXIO	57-284	228	15-284	270	546
HSKHDBE02FEFCP	56-380	325	15-380	366	504
HSKHDBE02GR2BH	56-352	297	15-361	347	510
HSKHDBE02IU09M	58-396	339	15-396	382	513
HSKHDBE02JGFC1	59-378	320	15-413	399	539
HSKHDBE02ITE38	61-465	405	15-497	483	521
HSKHDBE02GRAPE	59-177	119	15-191	177	559
HSKHDBE02IT97C	58-360	303	15-360	346	517
HSKHDBE02HTK5G	56-379	324	15-379	365	515
HSKHDBE02GFPOV	54-440	387	15-440	426	505
HSKHDBE02GN3U4	58-176	119	15-176	162	745
HSKHDBE02IPWC7	62-323	262	15-323	309	409
HSKHDBE02FTSR6	58-316	259	15-316	302	508
HSKHDBE02GTFAT	36-36	1	15-57	43	501
HSKHDBE02G9RMS	57-387	331	15-387	373	494
HSKHDBE02FHQ2K	93-169	77	15-169	155	485
HSKHDBE02I9J89	56-359	304	15-386	372	584
HSKHDBE02HLBIC	54-434	381	15-434	420	505
HSKHDBE02GFLJ3	56-358	303	15-358	344	523
HSKHDBE02F36JA	59-494	436	15-494	480	501
HSKHDBE02JKT3I	56-318	263	15-377	363	402
HSKHDBE02JVBFO	56-345	290	15-345	331	498
HSKHDBE02I76J0	54-439	386	15-439	425	506
HSKHDBE02IFD16	104-137	34	15-137	123	139
HSKHDBE02F4124	56-427	372	15-427	413	495
HSKHDBE02I00GX	59-146	88	15-146	132	824
HSKHDBE02IJU5U	59-491	433	15-491	477	531
HSKHDBE02HX0S5	56-406	351	15-406	392	557
HSKHDBE02I09VR	59-457	399	15-466	452	503
HSKHDBE02GCOUB	59-275	217	15-284	270	679
HSKHDBE02IFO4X	57-412	356	15-425	411	508
HSKHDBE02GURMX	53-355	303	15-355	341	546
HSKHDBE02JP74H	93-469	377	15-469	455	520
HSKHDBE02G799E	56-381	326	15-381	367	509
HSKHDBE02IIR8X	56-299	244	15-299	285	536
HSKHDBE02JU0DA	53-53	1	15-53	39	580
HSKHDBE02IED6I	59-291	233	15-291	277	668
HSKHDBE02HDLQ5	56-413	358	15-413	399	497
HSKHDBE02I7HR0	59-339	281	15-339	325	524
HSKHDBE02FNDXN	57-120	64	15-120	106	534
HSKHDBE02HUFYP	57-343	287	15-343	329	494
HSKHDBE02HCIN9	57-500	444	15-500	486	535
HSKHDBE02H3TIV	57-382	326	15-382	368	491
HSKHDBE02HOJTL	56-461	406	15-461	447	479
HSKHDBE02GJVMK	57-497	441	15-497	483	542
HSKHDBE02GJMX2	61-464	404	15-496	482	516
HSKHDBE02GMVRC	58-262	205	15-262	248	631
HSKHDBE02ITGWN	56-506	451	15-532	518	547
HSKHDBE02F40XH	59-352	294	15-363	349	519
HSKHDBE02J4XGN	61-419	359	15-419	405	527
HSKHDBE02HUL7B	34-34	1	15-46	32	617
HSKHDBE02HZKX1	56-464	409	15-464	450	495
HSKHDBE02IJZ43	55-373	319	15-373	359	529
HSKHDBE02F1XBT	59-499	441	15-499	485	535
HSKHDBE02IBRMK	58-269	212	15-269	255	272
HSKHDBE02JWBSN	53-357	305	15-357	343	548
HSKHDBE02HYO42	59-338	280	15-338	324	359
HSKHDBE02G6FJW	56-462	407	15-462	448	494
HSKHDBE02JIZYV	52-52	1	15-52	38	633
HSKHDBE02FNLDH	37-73	37	15-73	59	538
HSKHDBE02H2GA2	62-300	239	15-300	286	512
HSKHDBE02F0F73	58-98	41	15-98	84	341
HSKHDBE02GBAO5	56-433	378	15-461	447	512
HSKHDBE02HEDXA	54-422	369	15-422	408	522
HSKHDBE02JHOPL	53-125	73	15-159	145	587
HSKHDBE02F58ES	55-500	446	15-500	486	523
HSKHDBE02HMQRP	59-435	377	15-435	421	501
HSKHDBE02J0XGT	56-408	353	15-408	394	495
HSKHDBE02GU7QG	92-480	389	15-480	466	523
HSKHDBE02JIVAJ	57-315	259	15-315	301	486
HSKHDBE02HAQGJ	58-324	267	15-324	310	506
HSKHDBE02HUTCM	37-312	276	15-315	301	531
HSKHDBE02HMX4R	56-420	365	15-420	406	548
HSKHDBE02ING5X	57-57	1	15-57	43	1025
HSKHDBE02JCCIO	37-44	8	15-44	30	536
HSKHDBE02F1AWR	57-422	366	15-422	408	512
HSKHDBE02H7CLB	37-40	4	15-51	37	789
HSKHDBE02JBDFZ	56-123	68	15-138	124	695
HSKHDBE02GZV95	54-460	407	15-460	446	496
HSKHDBE02ICDK4	61-467	407	15-483	469	522
HSKHDBE02GVPMZ	61-464	404	15-481	467	517
HSKHDBE02JSA6D	61-455	395	15-455	441	466
HSKHDBE02G7BAJ	54-184	131	15-184	170	662
HSKHDBE02GKT7X	56-351	296	15-351	337	526
HSKHDBE02H1BVU	62-300	239	15-300	286	511
HSKHDBE02JIM8H	55-439	385	15-439	425	522
HSKHDBE02FOOTL	54-408	355	15-428	414	511
HSKHDBE02GNBDK	54-346	293	15-346	332	511
HSKHDBE02HGT4A	54-426	373	15-426	412	524
HSKHDBE02F0ZPZ	54-400	347	15-410	396	505
HSKHDBE02F5YGN	56-430	375	15-442	428	502
HSKHDBE02ID8DX	59-484	426	15-484	470	534
HSKHDBE02H9038	56-408	353	15-408	394	494
HSKHDBE02JQNY0	54-408	355	15-408	394	526
HSKHDBE02F2X9N	54-443	390	15-443	429	512
HSKHDBE02FWW2N	56-390	335	15-390	376	504
HSKHDBE02I7N5A	56-394	339	15-394	380	514
HSKHDBE02IQWGM	54-386	333	15-386	372	513
HSKHDBE02GBF9S	54-93	40	15-93	79	378
HSKHDBE02IO5AJ	59-346	288	15-346	332	534
HSKHDBE02HF76I	56-362	307	15-362	348	366
HSKHDBE02J5C8Q	55-178	124	15-178	164	509
HSKHDBE02JQBET	55-335	281	15-335	321	540
HSKHDBE02F7PN0	55-329	275	15-329	315	556
HSKHDBE02IY4HG	56-401	346	15-401	387	493
HSKHDBE02FEKWO	55-76	22	15-76	62	434
HSKHDBE02G8WS0	57-425	369	15-425	411	526
HSKHDBE02FJR2U	55-360	306	15-360	346	365
HSKHDBE02JHLH9	59-111	53	15-111	97	567
HSKHDBE02GIODJ	60-494	435	15-494	480	535
HSKHDBE02ID0B7	55-181	127	15-181	167	509
HSKHDBE02FX0DU	55-117	63	15-117	103	578
HSKHDBE02J39J3	37-108	72	15-108	94	663
HSKHDBE02JXO5A	58-370	313	15-370	356	519
HSKHDBE02HRGBF	56-103	48	15-103	89	582
HSKHDBE02F6PEO	54-441	388	15-441	427	507
HSKHDBE02HRLXH	56-432	377	15-465	451	504
HSKHDBE02JUD82	58-322	265	15-322	308	514
HSKHDBE02GE6LG	57-441	385	15-441	427	494
HSKHDBE02JX3S0	54-205	152	15-205	191	536
HSKHDBE02H10W0	57-365	309	15-365	351	537
HSKHDBE02F7B6V	56-439	384	15-439	425	561
HSKHDBE02J21JW	57-431	375	15-431	417	527
HSKHDBE02HI9A5	54-456	403	15-456	442	461
HSKHDBE02IHU0Z	37-71	35	15-71	57	627
HSKHDBE02JLYCQ	59-440	382	15-440	426	507
HSKHDBE02GZIQK	57-379	323	15-379	365	568
HSKHDBE02JJEY7	56-380	325	15-380	366	522
HSKHDBE02GKAQQ	58-364	307	15-364	350	501
HSKHDBE02GDLQS	55-406	352	15-406	392	522
HSKHDBE02FFPJO	56-155	100	15-155	141	803
HSKHDBE02IM5PK	57-495	439	15-495	481	503
HSKHDBE02I48LP	55-372	318	15-372	358	524
HSKHDBE02IO4B0	60-389	330	15-445	431	476
HSKHDBE02J4KOC	54-329	276	15-329	315	331
HSKHDBE02I79KB	58-364	307	15-364	350	591
HSKHDBE02HMBY0	54-303	250	15-303	289	551
HSKHDBE02JAUN4	57-367	311	15-401	387	506
HSKHDBE02FWKYG	56-420	365	15-420	406	560
HSKHDBE02I1SBS	56-415	360	15-415	401	524
HSKHDBE02IK5U8	55-445	391	15-445	431	518
HSKHDBE02HCDE6	48-48	1	15-48	34	739
HSKHDBE02H6485	56-463	408	15-463	449	495
HSKHDBE02HWNDW	57-462	406	15-462	448	538
HSKHDBE02JOSXU	62-131	70	15-131	117	547
HSKHDBE02GYP1W	55-393	339	15-393	379	524
HSKHDBE02HH80M	57-393	337	15-393	379	504
HSKHDBE02F4YH8	57-488	432	15-488	474	541
HSKHDBE02GT5W9	54-150	97	15-150	136	649
HSKHDBE02HBX6X	56-387	332	15-387	373	523
HSKHDBE02JUS0G	56-394	339	15-394	380	557
HSKHDBE02IBCPH	62-355	294	15-355	341	521
HSKHDBE02FHJUG	57-425	369	15-425	411	500
HSKHDBE02IEW3B	56-471	416	15-471	457	493
HSKHDBE02HYIGG	58-314	257	15-314	300	527
HSKHDBE02GQIXQ	56-398	343	15-398	384	514
HSKHDBE02IM5M1	53-473	421	15-473	459	541
HSKHDBE02IIDKB	62-279	218	15-279	265	514
HSKHDBE02GVZW6	54-408	355	15-429	415	511
HSKHDBE02I3BM1	57-391	335	15-391	377	496
HSKHDBE02IGQD1	55-412	358	15-434	420	522
HSKHDBE02JCLF2	58-370	313	15-370	356	512
HSKHDBE02GSUVF	61-507	447	15-507	493	522
HSKHDBE02GQ5VK	55-494	440	15-494	480	521
HSKHDBE02I8ABM	59-370	312	15-370	356	523
HSKHDBE02GBJ6N	59-477	419	15-477	463	506
HSKHDBE02GR6ED	58-418	361	15-418	404	510
HSKHDBE02I6IZN	62-424	363	15-424	410	513
HSKHDBE02F0H0G	55-447	393	15-447	433	514
HSKHDBE02GP4QP	56-392	337	15-392	378	505
HSKHDBE02I2ZKV	59-420	362	15-420	406	518
HSKHDBE02F8W0M	56-107	52	15-107	93	814
HSKHDBE02I2FSK	58-347	290	15-347	333	519
HSKHDBE02HFF1G	55-339	285	15-339	325	516
HSKHDBE02HAY5Q	59-144	86	15-169	155	688
HSKHDBE02J6FTB	57-405	349	15-405	391	521
HSKHDBE02FE7M6	60-469	410	15-469	455	495
HSKHDBE02JWCPF	55-331	277	15-331	317	529
HSKHDBE02HQXBQ	36-36	1	15-59	45	744
HSKHDBE02HHSBL	56-416	361	15-416	402	500
HSKHDBE02HYVJK	59-465	407	15-465	451	505
HSKHDBE02G0SM0	55-235	181	15-235	221	546
HSKHDBE02GY1PY	56-360	305	15-453	439	479
HSKHDBE02IX5W9	58-450	393	14-450	437	513
HSKHDBE02H4U4I	55-410	356	15-418	404	526
HSKHDBE02FZZKJ	57-237	181	15-237	223	548
HSKHDBE02J3OGK	56-389	334	15-389	375	502
HSKHDBE02GBXBQ	57-470	414	15-470	456	512
HSKHDBE02JRSQI	55-217	163	15-217	203	551
HSKHDBE02GGVXT	55-386	332	15-386	372	523
HSKHDBE02H7SAO	57-65	9	15-65	51	572
HSKHDBE02JKJKX	54-347	294	15-347	333	525
HSKHDBE02HRXFL	57-410	354	15-410	396	528
HSKHDBE02FK22L	56-363	308	15-380	366	447
HSKHDBE02GUWB3	36-36	1	15-67	53	783
HSKHDBE02J2MFS	56-411	356	15-411	397	498
HSKHDBE02H1K25	57-336	280	15-336	322	528
HSKHDBE02FLCX4	53-229	177	15-229	215	547
HSKHDBE02G0LUJ	57-513	457	15-524	510	538
HSKHDBE02G1EDM	56-314	259	15-314	300	518
HSKHDBE02JOKYL	56-397	342	15-397	383	501
HSKHDBE02F77YA	36-36	1	15-63	49	669
HSKHDBE02ILYZ8	62-277	216	15-297	283	540
HSKHDBE02GMJ6V	56-507	452	15-533	519	548
HSKHDBE02IYN5O	61-385	325	15-443	429	473
HSKHDBE02GLRS3	59-437	379	15-437	423	516
HSKHDBE02G32TK	55-376	322	15-376	362	520
HSKHDBE02JT8TT	59-490	432	15-490	476	534
HSKHDBE02JUC1M	55-374	320	15-374	360	514
HSKHDBE02GL6ZG	59-141	83	15-141	127	576
HSKHDBE02GZNY2	54-493	440	15-494	480	507
HSKHDBE02J27OX	59-96	38	15-149	135	175
HSKHDBE02I4DBQ	55-452	398	15-452	438	524
HSKHDBE02FQRQL	54-383	330	15-383	369	537
HSKHDBE02GOJK8	93-474	382	15-474	460	481
HSKHDBE02G0M9K	93-475	383	15-475	461	519
HSKHDBE02H3Y7I	57-343	287	15-343	329	538
HSKHDBE02GOYLD	56-379	324	15-379	365	386
HSKHDBE02IXJJF	45-45	1	15-45	31	645
HSKHDBE02JT5NS	59-429	371	15-429	415	501
HSKHDBE02FLYSS	62-73	12	15-86	72	507
HSKHDBE02ICAXJ	57-388	332	15-388	374	530
HSKHDBE02JF72Q	54-346	293	15-346	332	509
HSKHDBE02F5GC1	54-436	383	15-436	422	494
HSKHDBE02H4F1F	59-214	156	15-214	200	600
HSKHDBE02GJ36A	55-55	1	15-55	41	550
HSKHDBE02JXLPW	55-496	442	15-496	482	522
HSKHDBE02H1Q5P	56-388	333	15-388	374	519
HSKHDBE02IKTTI	55-367	313	15-367	353	528
HSKHDBE02JRTID	57-413	357	15-471	457	498
HSKHDBE02GVZTE	55-399	345	15-399	385	515
HSKHDBE02I8J2I	57-348	292	15-348	334	556
HSKHDBE02HVNDU	55-178	124	15-178	164	573
HSKHDBE02G4QKR	55-512	458	15-512	498	523
HSKHDBE02H7SKB	56-511	456	15-551	537	554
HSKHDBE02G65HU	59-498	440	15-498	484	536
HSKHDBE02F2EA3	59-387	329	15-387	373	542
HSKHDBE02JZYVJ	58-113	56	15-113	99	691
HSKHDBE02GWRMK	56-60	5	15-60	46	644
HSKHDBE02GMVK7	55-166	112	15-166	152	608
HSKHDBE02ILH1W	55-412	358	15-417	403	530
HSKHDBE02G0R9G	56-395	340	15-395	381	512
HSKHDBE02F1JRY	55-382	328	15-382	368	524
HSKHDBE02III81	56-287	232	15-340	326	370
HSKHDBE02IIGLZ	58-348	291	15-348	334	512
HSKHDBE02JALLL	54-426	373	15-426	412	514
HSKHDBE02GJBOW	57-373	317	15-373	359	525
HSKHDBE02I5MHE	57-180	124	15-180	166	585
HSKHDBE02G9GU7	56-109	54	15-109	95	589
HSKHDBE02JPG4C	56-391	336	15-391	377	490
HSKHDBE02G3836	56-271	216	15-271	257	650
HSKHDBE02GVGIH	61-384	324	15-384	370	520
HSKHDBE02G1RCJ	59-387	329	15-387	373	476
HSKHDBE02G5PIL	54-354	301	15-354	340	504
HSKHDBE02JSP3G	60-397	338	15-397	383	505
HSKHDBE02G0UDO	57-462	406	15-470	456	542
HSKHDBE02H2XU8	53-356	304	15-356	342	538
HSKHDBE02I3CSS	57-328	272	15-328	314	503
HSKHDBE02JD1QF	56-233	178	15-233	219	667
HSKHDBE02IGZ0H	62-282	221	15-301	287	519
HSKHDBE02H4NSG	56-365	310	15-365	351	524
HSKHDBE02F9XSK	58-350	293	15-350	336	513
HSKHDBE02HJEG0	59-419	361	15-419	405	508
HSKHDBE02FYC03	57-400	344	15-429	415	498
HSKHDBE02IPAT9	55-374	320	15-374	360	521
HSKHDBE02FOLR8	57-357	301	15-357	343	363
HSKHDBE02H5JIV	55-389	335	15-389	375	526
HSKHDBE02JT25K	59-338	280	15-355	341	518
HSKHDBE02JCZPP	55-89	35	15-89	75	555
HSKHDBE02IJSUB	57-436	380	15-436	422	539
HSKHDBE02IB0HW	57-342	286	15-342	328	519
HSKHDBE02F5QPC	55-164	110	15-164	150	528
HSKHDBE02H8XH4	57-514	458	15-537	523	541
HSKHDBE02HAIEX	56-493	438	15-493	479	499
HSKHDBE02J18V6	53-346	294	15-346	332	529
HSKHDBE02JHOBX	59-437	379	15-437	423	514
HSKHDBE02FJK2P	59-500	442	15-500	486	531
HSKHDBE02G9EY2	59-338	280	15-338	324	496
HSKHDBE02HWJG0	57-380	324	15-380	366	536
HSKHDBE02G9LMU	56-76	21	15-76	62	523
HSKHDBE02JS6ZH	57-461	405	15-461	447	513
HSKHDBE02ILVBH	57-96	40	15-96	82	548
HSKHDBE02JYKTJ	55-134	80	15-137	123	518
HSKHDBE02ISYDG	57-342	286	15-342	328	503
HSKHDBE02IO8NK	58-419	362	15-419	405	555
HSKHDBE02GRIMX	57-324	268	15-324	310	475
HSKHDBE02FH39N	54-383	330	15-402	388	553
HSKHDBE02GY878	54-405	352	15-405	391	510
HSKHDBE02H28ZK	59-451	393	15-451	437	507
HSKHDBE02I0QR0	38-83	46	15-83	69	784
HSKHDBE02H008U	56-415	360	15-415	401	560
HSKHDBE02IZU5H	58-378	321	15-378	364	549
HSKHDBE02H2659	56-371	316	15-371	357	544
HSKHDBE02IW6F5	55-379	325	15-379	365	511
HSKHDBE02JNCSW	58-373	316	15-373	359	519
HSKHDBE02HQ00S	57-399	343	15-399	385	523
HSKHDBE02GNP33	56-463	408	15-463	449	494
HSKHDBE02FIH65	59-145	87	15-145	131	503
HSKHDBE02JBOZK	56-481	426	15-481	467	506
HSKHDBE02IKOOV	54-354	301	15-354	340	533
HSKHDBE02GSDGI	57-382	326	15-382	368	561
HSKHDBE02JN4QS	56-343	288	15-355	341	524
HSKHDBE02HKVIK	56-433	378	15-433	419	510
HSKHDBE02GY1P3	58-350	293	15-350	336	510
HSKHDBE02J6TZZ	57-463	407	15-463	449	544
HSKHDBE02FYCR2	62-425	364	15-425	411	513
HSKHDBE02I8FK6	57-336	280	15-336	322	459
HSKHDBE02F0PHS	60-379	320	15-379	365	501
HSKHDBE02F0IQG	56-459	404	15-459	445	515
HSKHDBE02GU9RD	54-411	358	15-411	397	525
HSKHDBE02J3TTG	57-511	455	15-527	513	540
HSKHDBE02G2EVL	57-336	280	15-336	322	503
HSKHDBE02JZKL8	56-358	303	15-358	344	517
HSKHDBE02F63PH	56-397	342	15-409	395	520
HSKHDBE02G0IMM	56-408	353	15-408	394	501
HSKHDBE02HIU3B	57-461	405	15-461	447	536
HSKHDBE02I5ZCM	59-410	352	15-410	396	517
HSKHDBE02HOSB0	57-502	446	15-502	488	545
HSKHDBE02F3XWJ	56-410	355	15-410	396	521
HSKHDBE02G1AEG	55-454	400	15-454	440	524
HSKHDBE02GZK80	59-59	1	15-59	45	569
