Accno	Trimpoints Used	Used Trimmed Length	Orig Trimpoints	Orig Trimmed Length	Raw Length
HSKHDBE02GFN1G	57-288	232	15-343	329	369
HSKHDBE02JPVP0	57-336	280	15-336	322	502
HSKHDBE02HI9QO	54-349	296	15-380	366	510
HSKHDBE02GQN9D	56-489	434	15-489	475	495
HSKHDBE02ITGDF	53-274	222	15-274	260	560
HSKHDBE02HRT28	57-503	447	15-503	489	537
HSKHDBE02JJSBQ	62-117	56	15-149	135	664
HSKHDBE02HZBMZ	57-445	389	15-445	431	539
HSKHDBE02HIW31	58-464	407	15-464	450	520
HSKHDBE02ILVF8	56-159	104	15-159	145	509
HSKHDBE02FO91Q	93-140	48	15-140	126	755
HSKHDBE02GA4CT	60-396	337	15-396	382	497
HSKHDBE02IZJ13	57-331	275	15-331	317	544
HSKHDBE02HUJ8U	57-426	370	15-426	412	522
HSKHDBE02I018S	54-430	377	15-430	416	523
HSKHDBE02HXAYY	59-402	344	15-402	388	519
HSKHDBE02G0CQT	61-420	360	15-420	406	525
HSKHDBE02G55PS	58-382	325	15-385	371	538
HSKHDBE02IOSO1	55-178	124	15-178	164	588
HSKHDBE02FWX11	56-369	314	15-369	355	497
HSKHDBE02HNLR4	54-155	102	15-155	141	512
HSKHDBE02JPY8F	57-238	182	15-238	224	549
HSKHDBE02HTHRC	56-514	459	15-514	500	519
HSKHDBE02I1R8K	59-379	321	15-409	395	526
HSKHDBE02JDA8J	56-390	335	15-390	376	501
HSKHDBE02GUDHA	36-36	1	15-68	54	660
HSKHDBE02G7D7Y	55-401	347	15-401	387	513
HSKHDBE02F9EJH	54-440	387	15-440	426	530
HSKHDBE02JA83A	57-436	380	15-436	422	545
HSKHDBE02GM862	59-419	361	15-419	405	509
HSKHDBE02GBUQ6	59-378	320	15-412	398	554
HSKHDBE02GDVXM	56-380	325	15-388	374	517
HSKHDBE02IL08P	57-409	353	15-409	395	490
HSKHDBE02IM1J4	35-35	1	15-49	35	649
HSKHDBE02GPLX1	56-434	379	15-434	420	513
HSKHDBE02I0AFX	58-449	392	15-456	442	502
HSKHDBE02I0QMU	58-328	271	15-328	314	564
HSKHDBE02F3X5W	56-418	363	15-418	404	549
HSKHDBE02H7AOU	58-289	232	15-289	275	536
HSKHDBE02GCLI4	59-285	227	15-285	271	550
HSKHDBE02JQGMH	58-317	260	15-317	303	520
HSKHDBE02HGTHU	56-439	384	15-449	435	511
HSKHDBE02JBAY8	59-296	238	15-296	282	572
HSKHDBE02FPDYA	56-248	193	15-248	234	732
HSKHDBE02H8SOT	55-434	380	15-434	420	517
HSKHDBE02IJGUG	56-500	445	15-500	486	515
HSKHDBE02JTXDU	53-355	303	15-355	341	546
HSKHDBE02HOAWT	61-424	364	15-451	437	498
HSKHDBE02FJHBV	54-337	284	15-337	323	514
HSKHDBE02H8FGW	58-427	370	15-427	413	511
HSKHDBE02HKBAO	58-375	318	15-385	371	519
HSKHDBE02JTHB5	57-86	30	15-86	72	598
HSKHDBE02FPKSJ	55-396	342	15-396	382	526
HSKHDBE02G1T7C	60-407	348	15-407	393	492
HSKHDBE02JNY3H	57-424	368	15-424	410	550
HSKHDBE02HAV61	37-44	8	15-44	30	743
HSKHDBE02GACQT	36-36	1	15-59	45	537
HSKHDBE02GOJP4	55-180	126	15-180	166	502
HSKHDBE02GB7QL	58-452	395	15-452	438	515
HSKHDBE02I0060	57-435	379	15-435	421	541
HSKHDBE02IW1ZP	56-413	358	15-413	399	562
HSKHDBE02GOSYD	56-416	361	15-416	402	500
HSKHDBE02I5OAR	48-48	1	15-48	34	563
HSKHDBE02HHEXI	54-402	349	15-402	388	524
HSKHDBE02JAH2S	56-392	337	15-394	380	533
HSKHDBE02F476Z	60-467	408	15-467	453	498
HSKHDBE02JSFB7	55-178	124	15-178	164	529
HSKHDBE02HHL9R	54-351	298	15-352	338	526
HSKHDBE02G21GF	59-494	436	15-494	480	528
HSKHDBE02GPA47	60-380	321	15-380	366	501
HSKHDBE02HJUAX	59-493	435	15-493	479	526
HSKHDBE02I1N86	60-330	271	15-330	316	494
HSKHDBE02ITWBE	59-121	63	15-121	107	552
HSKHDBE02GDJPB	54-139	86	15-139	125	775
HSKHDBE02I65UR	57-401	345	15-406	392	495
HSKHDBE02HESES	56-238	183	15-238	224	769
HSKHDBE02JAZWY	55-382	328	15-382	368	530
HSKHDBE02IEPMJ	55-167	113	15-182	168	688
HSKHDBE02IXAJ3	56-361	306	15-361	347	618
HSKHDBE02J0LHL	57-417	361	15-417	403	524
HSKHDBE02F5LC6	59-296	238	15-296	282	300
HSKHDBE02HKDQL	55-345	291	15-345	331	522
HSKHDBE02I5XS0	59-196	138	15-196	182	512
HSKHDBE02I5VJ0	54-351	298	15-352	338	517
HSKHDBE02HA4WA	57-468	412	15-468	454	539
HSKHDBE02IZ40X	56-331	276	15-331	317	580
HSKHDBE02JHS78	57-425	369	15-425	411	531
HSKHDBE02GTNS3	59-495	437	15-495	481	530
HSKHDBE02G0TXW	55-444	390	15-444	430	520
HSKHDBE02HIOIB	61-126	66	15-126	112	555
HSKHDBE02JJJWY	55-242	188	15-242	228	596
HSKHDBE02HE5DX	56-92	37	15-92	78	401
HSKHDBE02FVAFX	59-442	384	15-456	442	515
HSKHDBE02G2GDP	57-324	268	15-324	310	556
HSKHDBE02JM8QQ	58-446	389	15-446	432	513
HSKHDBE02GZ834	59-454	396	15-511	497	515
HSKHDBE02H8Z6H	53-234	182	15-242	228	563
HSKHDBE02I0ZEF	55-373	319	15-373	359	530
HSKHDBE02IQFCT	56-345	290	15-345	331	530
HSKHDBE02H2333	56-333	278	14-351	338	504
HSKHDBE02GG1FE	61-365	305	15-365	351	511
HSKHDBE02F7UMW	61-426	366	15-426	412	503
HSKHDBE02HK3BL	93-486	394	15-486	472	522
HSKHDBE02FPSE9	56-505	450	15-529	515	557
HSKHDBE02GJ921	56-439	384	15-439	425	562
HSKHDBE02J14GF	55-414	360	15-414	400	528
HSKHDBE02I7GHX	54-382	329	15-382	368	593
HSKHDBE02I17U2	56-408	353	15-408	394	493
HSKHDBE02GQQJ2	53-373	321	15-373	359	551
HSKHDBE02GDX4G	56-338	283	15-338	324	521
HSKHDBE02IETF3	37-109	73	15-109	95	570
HSKHDBE02FVCSR	59-442	384	15-452	438	515
HSKHDBE02INDC5	57-363	307	15-363	349	368
HSKHDBE02GUEIX	55-55	1	15-55	41	205
HSKHDBE02HSJHT	56-475	420	15-482	468	517
HSKHDBE02JUP7H	57-210	154	15-210	196	521
HSKHDBE02H7QD7	59-458	400	15-458	444	534
HSKHDBE02JBXMF	56-362	307	15-362	348	522
HSKHDBE02IIES3	54-498	445	15-514	500	517
HSKHDBE02F43PQ	56-370	315	15-370	356	523
HSKHDBE02G0EYY	56-489	434	15-489	475	499
HSKHDBE02HFKSC	57-408	352	15-408	394	524
HSKHDBE02J10JQ	59-418	360	15-418	404	507
HSKHDBE02J3BFM	56-302	247	15-302	288	532
HSKHDBE02JN002	62-249	188	14-249	236	527
HSKHDBE02IRMRD	53-57	5	15-57	43	634
HSKHDBE02JX7SM	53-356	304	15-356	342	539
HSKHDBE02IL8GJ	56-413	358	15-413	399	547
HSKHDBE02JLL0H	55-352	298	15-352	338	514
HSKHDBE02IM7A6	57-374	318	15-374	360	499
HSKHDBE02HJ8QE	57-226	170	15-226	212	688
HSKHDBE02GHVLC	59-179	121	15-179	165	497
HSKHDBE02G7JP2	46-46	1	15-46	32	598
HSKHDBE02JKK81	57-450	394	15-450	436	497
HSKHDBE02FPBCQ	56-363	308	15-363	349	365
HSKHDBE02HGVWT	57-377	321	15-377	363	524
HSKHDBE02H0XLF	59-441	383	15-449	435	511
HSKHDBE02IY7I7	57-377	321	15-377	363	566
HSKHDBE02G6V1D	57-373	317	15-373	359	509
HSKHDBE02GZTFC	55-197	143	15-197	183	199
HSKHDBE02IT1BK	54-327	274	15-327	313	521
HSKHDBE02JFGC0	36-36	1	15-54	40	566
HSKHDBE02IZMUB	58-373	316	15-373	359	508
HSKHDBE02I4THI	56-299	244	15-299	285	398
HSKHDBE02JU4H6	55-325	271	14-325	312	547
HSKHDBE02GIY64	58-375	318	15-406	392	513
HSKHDBE02F6SPK	55-179	125	15-179	165	523
HSKHDBE02H61YO	57-337	281	15-337	323	490
HSKHDBE02JFTP7	55-375	321	15-375	361	523
HSKHDBE02JSGL8	55-451	397	15-451	437	537
HSKHDBE02I0E91	58-313	256	15-313	299	520
HSKHDBE02F67FI	57-502	446	15-502	488	539
HSKHDBE02HKDTI	57-358	302	15-358	344	506
HSKHDBE02G15QH	54-454	401	15-454	440	493
HSKHDBE02H73X0	55-396	342	15-396	382	527
HSKHDBE02H4UH1	59-442	384	15-452	438	516
HSKHDBE02IJ00Q	56-198	143	15-198	184	539
HSKHDBE02FRIZ7	56-277	222	15-277	263	495
HSKHDBE02GNJ0B	59-464	406	15-464	450	527
HSKHDBE02F78C5	58-388	331	15-399	385	517
HSKHDBE02G8S3H	60-391	332	15-391	377	501
HSKHDBE02GWLWV	56-472	417	15-472	458	478
HSKHDBE02GV1GZ	58-408	351	15-408	394	557
HSKHDBE02GLLEW	58-446	389	15-446	432	510
HSKHDBE02JI6MI	59-353	295	15-353	339	365
HSKHDBE02GGB3I	56-488	433	15-488	474	494
HSKHDBE02JRNKK	59-386	328	15-390	376	477
HSKHDBE02IUKD5	54-77	24	15-77	63	652
HSKHDBE02FVPA6	55-394	340	15-394	380	513
HSKHDBE02ITTW8	57-399	343	15-399	385	531
HSKHDBE02I265U	57-429	373	15-429	415	533
HSKHDBE02JAUFI	56-85	30	15-85	71	500
HSKHDBE02G8L0G	57-334	278	15-334	320	600
HSKHDBE02GKZHQ	56-374	319	15-374	360	515
HSKHDBE02IEM2Y	57-271	215	15-271	257	541
HSKHDBE02GDMN6	36-36	1	15-75	61	580
HSKHDBE02HHN5K	54-329	276	15-329	315	551
HSKHDBE02GYBVB	57-422	366	15-422	408	511
HSKHDBE02GSNXY	56-358	303	15-358	344	523
HSKHDBE02G0LDM	56-412	357	15-412	398	520
HSKHDBE02F3BX1	54-475	422	15-475	461	513
HSKHDBE02JJX22	57-170	114	15-188	174	455
HSKHDBE02JAQ5X	56-368	313	15-368	354	522
HSKHDBE02I05PZ	57-59	3	15-59	45	648
HSKHDBE02GRIWN	59-494	436	15-494	480	527
HSKHDBE02FHNHJ	55-498	444	15-508	494	520
HSKHDBE02GQGV5	53-365	313	15-365	351	548
HSKHDBE02JOV7D	57-425	369	15-441	427	560
HSKHDBE02FR0NC	55-451	397	15-451	437	527
HSKHDBE02HRBV1	56-388	333	15-388	374	517
HSKHDBE02FTKRF	57-80	24	15-80	66	670
HSKHDBE02J6EOI	54-349	296	15-380	366	505
HSKHDBE02HOLPP	57-429	373	15-429	415	515
HSKHDBE02GUUQL	61-449	389	15-449	435	473
HSKHDBE02I0X4L	61-477	417	15-477	463	507
HSKHDBE02IVZ6G	59-366	308	15-366	352	522
HSKHDBE02HKLJ4	55-178	124	15-178	164	558
HSKHDBE02I6ARD	56-404	349	15-404	390	506
HSKHDBE02GNMNP	37-242	206	15-242	228	567
HSKHDBE02GTMO3	59-299	241	15-299	285	508
HSKHDBE02IN7ZB	54-422	369	15-422	408	521
HSKHDBE02GOX84	56-398	343	15-398	384	494
HSKHDBE02HPLDD	57-385	329	15-394	380	547
HSKHDBE02F8IY0	55-398	344	15-398	384	508
HSKHDBE02I2SDU	56-338	283	15-338	324	519
HSKHDBE02JOA53	56-333	278	15-360	346	531
HSKHDBE02JSGYB	56-402	347	15-402	388	517
HSKHDBE02HQCC1	57-476	420	15-476	462	544
HSKHDBE02IJ9B5	60-396	337	15-396	382	499
HSKHDBE02HKE58	56-414	359	15-414	400	497
HSKHDBE02IKX3A	53-362	310	15-362	348	546
HSKHDBE02HDUCN	93-398	306	15-453	439	482
HSKHDBE02J1QX0	56-341	286	15-348	334	520
HSKHDBE02JZ5EH	59-338	280	15-338	324	557
HSKHDBE02IQPIA	56-290	235	15-307	293	375
HSKHDBE02G5JL2	56-408	353	15-408	394	491
HSKHDBE02HT0IP	59-464	406	15-464	450	523
HSKHDBE02IHT86	58-448	391	15-448	434	510
HSKHDBE02IEE4T	63-383	321	15-383	369	525
HSKHDBE02GN689	55-460	406	15-460	446	524
HSKHDBE02GF1TE	57-335	279	15-343	329	505
HSKHDBE02GC53F	57-336	280	15-336	322	506
HSKHDBE02HJ186	59-437	379	15-437	423	513
HSKHDBE02ITQJE	57-356	300	15-356	342	526
HSKHDBE02HOSHJ	56-385	330	15-385	371	492
HSKHDBE02F7RWC	34-34	1	15-76	62	703
HSKHDBE02J5GT3	56-58	3	15-58	44	676
HSKHDBE02IJ8W9	60-396	337	15-396	382	497
HSKHDBE02H4WVN	61-417	357	15-417	403	430
HSKHDBE02GIFE1	61-451	391	15-451	437	473
HSKHDBE02J4UCQ	56-382	327	15-382	368	555
HSKHDBE02JVYGF	58-319	262	15-319	305	504
HSKHDBE02JZ87D	57-477	421	15-502	488	528
HSKHDBE02FS2KH	57-118	62	15-118	104	479
HSKHDBE02HNOKL	56-147	92	15-147	133	539
HSKHDBE02G6LUT	57-343	287	15-343	329	500
HSKHDBE02FL8YF	56-398	343	15-406	392	518
HSKHDBE02I96D1	59-160	102	15-160	146	686
HSKHDBE02JQ5WJ	61-284	224	15-292	278	468
HSKHDBE02HXHCN	54-338	285	15-338	324	517
HSKHDBE02G5N1V	50-50	1	15-50	36	600
HSKHDBE02JN7M7	57-197	141	15-197	183	513
HSKHDBE02ISVVG	58-188	131	15-188	174	948
HSKHDBE02JZNT9	54-378	325	15-411	397	515
HSKHDBE02F2252	62-401	340	15-401	387	508
HSKHDBE02G0HMS	36-36	1	15-64	50	773
HSKHDBE02HP4WT	54-436	383	15-436	422	523
HSKHDBE02GIT6I	61-108	48	15-108	94	526
HSKHDBE02G51QG	62-326	265	15-326	312	504
HSKHDBE02FEFAZ	56-241	186	15-260	246	671
HSKHDBE02H3MR6	56-432	377	15-444	430	503
HSKHDBE02GZAV5	55-492	438	15-492	478	519
HSKHDBE02IBDX7	56-445	390	15-445	431	506
HSKHDBE02ISRSK	58-418	361	15-418	404	549
HSKHDBE02IK5XI	61-96	36	15-96	82	681
HSKHDBE02GGMEM	54-335	282	15-335	321	511
HSKHDBE02GM6LI	59-210	152	15-210	196	549
HSKHDBE02H9LZQ	53-362	310	15-362	348	533
HSKHDBE02F6TCS	54-419	366	15-419	405	522
HSKHDBE02GVFY7	62-322	261	15-322	308	354
HSKHDBE02J3VJ0	55-436	382	15-436	422	511
HSKHDBE02IK9UK	54-420	367	15-421	407	492
HSKHDBE02F410A	57-379	323	15-379	365	540
HSKHDBE02GYIGJ	57-357	301	15-357	343	361
HSKHDBE02G8FEF	58-429	372	15-429	415	500
HSKHDBE02JDPM7	34-34	1	15-67	53	657
HSKHDBE02ILG1G	56-370	315	15-370	356	521
HSKHDBE02H5632	56-341	286	15-386	372	510
HSKHDBE02GZ646	61-448	388	15-448	434	469
HSKHDBE02GGDC2	57-475	419	15-477	463	515
HSKHDBE02JA7Y0	55-345	291	15-345	331	523
HSKHDBE02JHSZS	54-435	382	15-435	421	514
HSKHDBE02I309O	59-470	412	15-470	456	533
HSKHDBE02IBSEU	57-335	279	15-335	321	533
HSKHDBE02ITHT5	57-111	55	15-111	97	777
HSKHDBE02JLUSE	55-281	227	15-281	267	541
HSKHDBE02FS7JW	37-47	11	15-47	33	606
HSKHDBE02I5KID	57-320	264	15-320	306	562
HSKHDBE02JIH13	57-117	61	15-117	103	544
HSKHDBE02JY9YF	54-388	335	15-388	374	518
HSKHDBE02JLEDU	55-55	1	15-55	41	575
HSKHDBE02I581G	57-350	294	15-350	336	502
HSKHDBE02J5UZ0	57-334	278	15-336	322	500
HSKHDBE02I3CJR	57-121	65	15-121	107	500
HSKHDBE02F4NDJ	56-451	396	15-462	448	558
HSKHDBE02JPJQX	54-174	121	15-174	160	700
HSKHDBE02FPZR2	59-398	340	15-398	384	531
HSKHDBE02IJ073	59-441	383	15-445	431	511
HSKHDBE02GV9IH	55-362	308	15-420	406	448
HSKHDBE02FW35V	59-473	415	15-473	459	527
HSKHDBE02IM98A	59-436	378	15-436	422	514
HSKHDBE02IPW29	59-102	44	15-102	88	642
HSKHDBE02JL577	56-385	330	15-385	371	500
HSKHDBE02JIJRD	57-335	279	15-335	321	498
HSKHDBE02JH89E	60-407	348	15-407	393	499
HSKHDBE02JNC4J	56-120	65	15-157	143	529
HSKHDBE02HOG2V	61-509	449	15-509	495	517
HSKHDBE02FQ4QS	57-435	379	15-435	421	515
HSKHDBE02I5M97	57-345	289	15-345	331	527
HSKHDBE02GNKQ8	55-389	335	15-389	375	529
HSKHDBE02H7PXT	55-391	337	15-391	377	513
HSKHDBE02HAMKF	55-438	384	15-438	424	521
HSKHDBE02HE2FO	57-401	345	15-422	408	496
HSKHDBE02F5B00	59-422	364	15-422	408	523
HSKHDBE02HAVOV	56-277	222	15-277	263	653
HSKHDBE02HSBS0	58-375	318	15-405	391	513
HSKHDBE02HS9AX	56-279	224	15-279	265	513
HSKHDBE02FU06D	55-178	124	15-178	164	525
HSKHDBE02G4RQ9	55-411	357	15-415	401	525
HSKHDBE02IIFN3	56-353	298	15-353	339	525
HSKHDBE02HU9EK	54-349	296	15-380	366	514
HSKHDBE02I9FGE	57-391	335	15-391	377	540
HSKHDBE02GL5H8	54-339	286	15-339	325	533
HSKHDBE02G3G14	60-385	326	15-385	371	496
HSKHDBE02JWH93	61-261	201	15-261	247	502
HSKHDBE02ICAQN	58-374	317	15-374	360	515
HSKHDBE02IQDJ0	58-305	248	15-305	291	578
HSKHDBE02F0WFW	57-480	424	15-480	466	536
HSKHDBE02GCVOY	53-363	311	15-363	349	539
HSKHDBE02HZRF9	56-348	293	15-348	334	512
HSKHDBE02H8SG5	56-377	322	15-377	363	526
HSKHDBE02GZVG3	56-372	317	15-372	358	522
HSKHDBE02IX7MG	56-432	377	15-432	418	507
HSKHDBE02GETRI	54-181	128	15-181	167	535
HSKHDBE02H3PA7	57-371	315	15-371	357	548
HSKHDBE02FR369	55-361	307	15-361	347	392
HSKHDBE02HW0R8	57-386	330	15-386	372	537
HSKHDBE02GP6A6	56-450	395	15-450	436	546
HSKHDBE02IDKYU	56-361	306	15-361	347	363
HSKHDBE02II23F	55-180	126	15-180	166	513
HSKHDBE02H0SYT	55-411	357	15-445	431	527
HSKHDBE02J6OJW	57-430	374	15-430	416	541
HSKHDBE02HHQ9I	57-387	331	15-387	373	488
HSKHDBE02GXRFR	57-379	323	15-379	365	501
HSKHDBE02HMZEE	56-363	308	15-363	349	365
HSKHDBE02HWDH9	55-510	456	15-510	496	521
HSKHDBE02GLJAK	57-403	347	15-403	389	556
HSKHDBE02JQRKV	58-213	156	15-213	199	529
HSKHDBE02I0SFZ	58-312	255	15-312	298	620
HSKHDBE02HZ0HW	58-316	259	15-316	302	526
HSKHDBE02INP17	58-316	259	15-316	302	596
HSKHDBE02FZGEV	56-187	132	15-187	173	552
HSKHDBE02HDYYY	58-417	360	15-417	403	528
HSKHDBE02JGCCN	56-354	299	15-354	340	521
HSKHDBE02ICX2F	59-409	351	15-409	395	539
HSKHDBE02I9V5T	57-345	289	15-345	331	507
HSKHDBE02JJ7JU	55-324	270	15-324	310	529
HSKHDBE02F3SXG	57-437	381	15-437	423	533
HSKHDBE02GM64D	59-468	410	15-468	454	506
HSKHDBE02H67EU	93-233	141	15-233	219	693
HSKHDBE02IOHZV	58-359	302	15-370	356	558
HSKHDBE02GYVDJ	55-365	311	15-365	351	530
HSKHDBE02JPPST	56-378	323	15-378	364	388
HSKHDBE02FZXWN	58-452	395	15-452	438	555
HSKHDBE02FVU7G	60-427	368	15-427	413	500
HSKHDBE02I5OX8	59-411	353	15-411	397	511
HSKHDBE02JKLHS	57-399	343	15-399	385	524
HSKHDBE02GD9HP	54-349	296	15-349	335	508
HSKHDBE02HPQV8	54-337	284	15-337	323	349
HSKHDBE02IUZF3	57-462	406	15-471	457	551
HSKHDBE02FRIE3	57-407	351	15-408	394	502
HSKHDBE02J36OW	92-230	139	15-230	216	700
HSKHDBE02GVBFO	57-337	281	15-337	323	500
HSKHDBE02JLSMC	57-432	376	15-432	418	517
HSKHDBE02H5XJD	58-317	260	15-317	303	514
HSKHDBE02F9JKZ	58-410	353	15-410	396	547
HSKHDBE02HQW9H	57-118	62	15-118	104	485
HSKHDBE02GVP4K	56-483	428	15-483	469	494
HSKHDBE02GSZTP	58-111	54	15-111	97	513
HSKHDBE02GC06X	59-286	228	15-286	272	530
HSKHDBE02G00BQ	57-363	307	15-363	349	367
HSKHDBE02GRRW1	60-431	372	15-431	417	494
HSKHDBE02GTANV	54-489	436	15-489	475	510
HSKHDBE02JQQ7D	58-375	318	15-375	361	562
HSKHDBE02HQSZ5	56-403	348	15-403	389	563
HSKHDBE02JU2UW	62-337	276	15-337	323	520
HSKHDBE02HVMY6	56-405	350	15-405	391	521
HSKHDBE02JFFDV	59-442	384	15-446	432	513
HSKHDBE02GD5I4	56-363	308	15-363	349	370
HSKHDBE02JBQ01	60-388	329	15-388	374	496
HSKHDBE02G01BE	58-363	306	15-363	349	517
HSKHDBE02HO49Q	53-366	314	15-366	352	553
HSKHDBE02JNLE1	59-468	410	15-468	454	511
HSKHDBE02JPPOD	58-208	151	15-208	194	561
HSKHDBE02GBAPE	61-466	406	15-490	476	519
HSKHDBE02JKDS2	57-405	349	15-405	391	521
HSKHDBE02FXDO6	58-421	364	15-421	407	513
HSKHDBE02JEOS7	54-376	323	15-433	419	458
HSKHDBE02IZ8OA	55-411	357	15-433	419	525
HSKHDBE02HWFEA	54-316	263	15-316	302	523
HSKHDBE02FZQR6	57-477	421	15-485	471	515
HSKHDBE02H2LF0	57-166	110	15-166	152	535
HSKHDBE02G1IEG	51-51	1	15-51	37	594
HSKHDBE02JADSI	56-235	180	15-235	221	714
HSKHDBE02IMT7U	56-404	349	15-404	390	526
HSKHDBE02IYFXO	58-317	260	15-317	303	513
HSKHDBE02IZWXM	61-417	357	15-417	403	516
HSKHDBE02IGTIU	56-351	296	15-351	337	524
HSKHDBE02FYMRU	54-308	255	15-308	294	553
HSKHDBE02FQHE1	56-360	305	15-360	346	498
HSKHDBE02JRCU4	55-417	363	15-417	403	528
HSKHDBE02HKUFQ	53-363	311	15-363	349	539
HSKHDBE02JKEKO	59-445	387	15-445	431	534
HSKHDBE02IX4LM	55-178	124	15-178	164	516
HSKHDBE02F8AH8	55-359	305	15-359	345	524
HSKHDBE02FFJEE	54-230	177	15-257	243	493
HSKHDBE02G4VD2	61-368	308	15-384	370	524
HSKHDBE02JLWPH	55-324	270	15-324	310	619
HSKHDBE02JYCEQ	59-286	228	15-332	318	369
HSKHDBE02FSKTF	55-319	265	15-319	305	584
HSKHDBE02FZRAL	59-470	412	15-470	456	534
HSKHDBE02FOPAO	58-196	139	15-196	182	211
HSKHDBE02I6UD0	57-336	280	15-336	322	511
HSKHDBE02HNXS5	57-414	358	15-415	401	510
HSKHDBE02FRRI9	57-74	18	15-74	60	616
HSKHDBE02GU09O	58-352	295	15-352	338	537
HSKHDBE02IYPZ7	61-378	318	15-391	377	514
HSKHDBE02JY4SC	56-315	260	15-315	301	556
HSKHDBE02F7T3Y	56-58	3	15-58	44	718
HSKHDBE02G72H7	55-404	350	15-404	390	523
HSKHDBE02IGSY5	57-443	387	15-443	429	543
HSKHDBE02H4SE2	54-54	1	15-54	40	572
HSKHDBE02JG54U	56-396	341	15-396	382	496
HSKHDBE02JLS24	59-442	384	15-444	430	513
HSKHDBE02HJOV8	56-410	355	15-410	396	515
HSKHDBE02IOHO7	56-463	408	15-463	449	494
HSKHDBE02JZZ3O	58-384	327	15-384	370	514
HSKHDBE02F9G68	62-218	157	15-218	204	541
HSKHDBE02JN5VG	56-339	284	15-339	325	508
HSKHDBE02JZRQA	56-376	321	15-376	362	517
HSKHDBE02G5POJ	54-419	366	15-419	405	495
HSKHDBE02JJTSY	54-365	312	15-365	351	525
HSKHDBE02GEX62	57-351	295	15-351	337	542
HSKHDBE02HPM4H	59-457	399	15-457	443	511
HSKHDBE02IR8DZ	56-154	99	15-154	140	536
HSKHDBE02IG906	56-335	280	15-335	321	492
HSKHDBE02HBUVQ	58-235	178	15-235	221	611
HSKHDBE02HDG5N	57-408	352	15-409	395	499
HSKHDBE02FMIJ8	59-494	436	15-494	480	531
HSKHDBE02JBHIU	59-437	379	15-437	423	512
HSKHDBE02G2VVM	56-418	363	15-428	414	523
HSKHDBE02JULY5	56-293	238	15-293	279	518
HSKHDBE02FLX5R	38-73	36	15-73	59	775
HSKHDBE02HKR3R	37-74	38	15-74	60	668
HSKHDBE02JG27P	56-470	415	15-470	456	491
HSKHDBE02F9DXA	59-460	402	15-460	446	508
HSKHDBE02JPNPE	58-335	278	15-335	321	511
HSKHDBE02JMW8M	61-420	360	15-420	406	517
HSKHDBE02H89PI	93-399	307	15-450	436	483
HSKHDBE02IXPIY	54-186	133	15-186	172	198
HSKHDBE02GYNAZ	56-368	313	15-368	354	513
HSKHDBE02GNT6L	57-457	401	15-457	443	535
HSKHDBE02HFCUH	58-338	281	15-338	324	519
HSKHDBE02H4M9L	56-397	342	15-397	383	545
HSKHDBE02HTE0S	56-124	69	15-124	110	549
HSKHDBE02ISKD2	54-238	185	15-238	224	602
HSKHDBE02IWIR6	54-347	294	15-347	333	547
HSKHDBE02HIJAK	54-379	326	15-379	365	510
HSKHDBE02F0J6T	54-284	231	15-284	270	561
HSKHDBE02FMS4J	54-408	355	15-408	394	505
HSKHDBE02JZNK9	55-357	303	15-357	343	670
HSKHDBE02FTBZO	54-354	301	15-354	340	505
HSKHDBE02F87V3	36-36	1	15-45	31	636
HSKHDBE02JJF3Y	55-351	297	15-383	369	543
HSKHDBE02F4DSV	56-391	336	15-391	377	518
HSKHDBE02JNCM1	58-344	287	15-344	330	527
HSKHDBE02IRJI6	56-133	78	15-133	119	930
HSKHDBE02GS67B	57-222	166	15-222	208	664
HSKHDBE02I4HTV	57-323	267	15-323	309	501
HSKHDBE02IIIX7	57-480	424	15-480	466	541
HSKHDBE02IWEGY	54-353	300	15-353	339	537
HSKHDBE02H2QB1	55-332	278	15-332	318	522
HSKHDBE02FNAD7	56-402	347	15-402	388	516
HSKHDBE02HGL69	55-379	325	15-379	365	529
HSKHDBE02F75PC	60-396	337	15-396	382	492
HSKHDBE02I8H5Z	59-329	271	15-329	315	508
HSKHDBE02J57QX	62-257	196	15-257	243	571
HSKHDBE02JUPJ9	56-361	306	15-361	347	521
HSKHDBE02I8FU5	57-361	305	15-361	347	544
HSKHDBE02GHJ59	56-297	242	15-297	283	563
HSKHDBE02G5LH3	56-433	378	15-433	419	512
HSKHDBE02HCLHK	59-62	4	15-62	48	600
HSKHDBE02GNE9Q	59-476	418	15-476	462	484
HSKHDBE02F18R0	58-308	251	15-308	294	556
HSKHDBE02GGOUM	56-391	336	15-391	377	517
HSKHDBE02JSNP3	54-326	273	15-326	312	512
HSKHDBE02HJFFT	55-143	89	15-143	129	576
HSKHDBE02F0FEA	59-419	361	15-419	405	512
HSKHDBE02H742F	58-272	215	15-272	258	273
HSKHDBE02JTWEI	58-479	422	14-487	474	527
HSKHDBE02HHYFB	55-299	245	15-299	285	541
HSKHDBE02IVY9V	56-380	325	15-380	366	521
HSKHDBE02H6VA7	91-489	399	14-489	476	534
HSKHDBE02HYQZ2	56-432	377	15-462	448	504
HSKHDBE02GSFES	58-444	387	15-444	430	511
HSKHDBE02G6SS0	57-333	277	15-351	337	498
HSKHDBE02IZLXS	57-334	278	15-339	325	497
HSKHDBE02JIKT7	56-418	363	15-418	404	523
HSKHDBE02FZR8G	58-300	243	15-300	286	555
