Accno	Trimpoints Used	Used Trimmed Length	Orig Trimpoints	Orig Trimmed Length	Raw Length
HNV3Z9J01DOCVX	58-308	251	15-308	294	546
HNV3Z9J01BI2I5	59-484	426	15-484	470	502
HNV3Z9J01DCGGO	58-91	34	15-91	77	92
HNV3Z9J01CCRAR	37-332	296	15-332	318	535
HNV3Z9J01E4Q94	36-36	1	15-70	56	190
HNV3Z9J01DC1HU	58-306	249	15-306	292	309
HNV3Z9J01CJYZJ	58-466	409	15-466	452	469
HNV3Z9J01BV5LD	58-465	408	15-465	451	517
HNV3Z9J01AZGTP	38-169	132	15-181	167	640
HNV3Z9J01A4OCO	58-349	292	15-349	335	351
HNV3Z9J01AS9V0	59-464	406	15-464	450	510
HNV3Z9J01AMH7K	57-445	389	15-477	463	523
HNV3Z9J01D2061	37-431	395	15-431	417	548
HNV3Z9J01DQGBQ	38-50	13	15-50	36	698
HNV3Z9J01DEUY0	63-132	70	15-137	123	503
HNV3Z9J01DLSJ4	62-352	291	15-352	338	519
HNV3Z9J01BPIJR	61-455	395	15-455	441	511
HNV3Z9J01DXZWS	59-257	199	15-270	256	344
HNV3Z9J01E1Q2U	62-359	298	15-359	345	383
HNV3Z9J01AK6IO	37-352	316	15-352	338	498
HNV3Z9J01BTQD8	83-111	29	15-111	97	140
HNV3Z9J01DRY2M	59-224	166	15-224	210	650
HNV3Z9J01DZLXN	37-360	324	15-360	346	552
HNV3Z9J01BVU50	72-487	416	15-487	473	537
HNV3Z9J01CDKVV	77-385	309	15-433	419	471
HNV3Z9J01C2CS3	61-157	97	15-157	143	174
HNV3Z9J01B26KS	59-473	415	15-473	459	490
HNV3Z9J01DWD8H	61-463	403	15-507	493	509
HNV3Z9J01EM6FY	37-182	146	15-182	168	586
HNV3Z9J01C3T9O	59-111	53	15-111	97	403
HNV3Z9J01CMR33	61-287	227	15-287	273	454
HNV3Z9J01EDW39	77-389	313	15-447	433	470
HNV3Z9J01CGIMN	59-172	114	15-208	194	444
HNV3Z9J01CLZEQ	60-508	449	15-508	494	514
HNV3Z9J01D0DWA	58-446	389	15-482	468	527
HNV3Z9J01BE164	59-470	412	15-470	456	504
HNV3Z9J01D49YS	62-414	353	15-414	400	515
HNV3Z9J01ACU06	37-365	329	15-365	351	545
HNV3Z9J01B7T0Y	74-192	119	15-192	178	547
HNV3Z9J01DFA63	38-480	443	15-494	480	530
HNV3Z9J01EM93F	37-450	414	15-498	484	544
HNV3Z9J01D9CGF	37-415	379	15-415	401	507
HNV3Z9J01AYDAI	61-271	211	15-271	257	285
HNV3Z9J01D1BBL	37-250	214	15-250	236	280
HNV3Z9J01EWD5R	59-270	212	15-270	256	278
HNV3Z9J01EI0H1	38-38	1	15-53	39	706
HNV3Z9J01BI0BK	62-479	418	15-491	477	522
HNV3Z9J01AKC4C	58-91	34	15-91	77	93
HNV3Z9J01D6OY1	78-364	287	15-364	350	483
HNV3Z9J01BO8AV	56-465	410	15-465	451	507
HNV3Z9J01C4U2L	59-486	428	15-486	472	507
HNV3Z9J01BESR1	37-450	414	15-461	447	544
HNV3Z9J01AOIRG	58-175	118	15-195	181	256
HNV3Z9J01EYSVS	37-83	47	15-83	69	642
HNV3Z9J01DDNIA	61-247	187	15-247	233	521
HNV3Z9J01CK8VB	37-37	1	15-49	35	540
HNV3Z9J01B9N24	37-510	474	15-516	502	531
HNV3Z9J01EMVS8	58-233	176	15-233	219	579
HNV3Z9J01BDYUY	37-45	9	15-45	31	1197
HNV3Z9J01DM4YC	61-479	419	15-479	465	524
HNV3Z9J01DFHCQ	66-403	338	15-403	389	482
HNV3Z9J01CO18S	38-487	450	15-507	493	528
HNV3Z9J01EI5PS	61-141	81	15-141	127	516
HNV3Z9J01BATPZ	58-445	388	15-445	431	514
HNV3Z9J01AL2DW	60-381	322	15-381	367	518
HNV3Z9J01BR4AT	59-492	434	15-492	478	497
HNV3Z9J01EZEOH	62-459	398	15-459	445	513
HNV3Z9J01AXUA5	65-341	277	15-341	327	352
HNV3Z9J01ES5PZ	37-449	413	15-483	469	542
HNV3Z9J01CQOGD	37-123	87	15-182	168	220
HNV3Z9J01DFUSO	60-513	454	15-513	499	526
HNV3Z9J01CO72V	37-336	300	15-336	322	500
HNV3Z9J01AST6V	60-343	284	15-343	329	356
HNV3Z9J01ARJFM	65-348	284	15-348	334	352
HNV3Z9J01AJBYS	63-265	203	15-265	251	554
HNV3Z9J01CGSEP	38-48	11	15-48	34	785
HNV3Z9J01DYJ93	61-480	420	15-480	466	520
HNV3Z9J01C8ZZG	60-475	416	15-475	461	493
HNV3Z9J01AWMRV	37-145	109	15-145	131	628
HNV3Z9J01DWWQ6	37-135	99	15-135	121	487
HNV3Z9J01AJO6L	37-323	287	15-323	309	570
HNV3Z9J01AIXO0	59-318	260	15-318	304	351
HNV3Z9J01AEMKN	37-272	236	15-272	258	543
HNV3Z9J01CI6HZ	60-191	132	15-191	177	608
HNV3Z9J01AC1WG	37-513	477	15-513	499	540
HNV3Z9J01B8IEV	59-416	358	15-416	402	422
HNV3Z9J01DUNFH	58-508	451	15-508	494	521
HNV3Z9J01DDSPA	59-155	97	15-155	141	357
HNV3Z9J01BWFT8	60-471	412	15-477	463	512
HNV3Z9J01AE1HK	59-475	417	15-475	461	514
HNV3Z9J01B9AD1	56-166	111	15-166	152	449
HNV3Z9J01DX6VB	38-83	46	15-83	69	737
HNV3Z9J01DR4VM	60-479	420	15-494	480	532
HNV3Z9J01APRAG	58-361	304	15-398	384	425
HNV3Z9J01CJ5R2	58-443	386	15-443	429	448
HNV3Z9J01BN525	37-336	300	15-337	323	499
HNV3Z9J01B58LK	37-247	211	15-247	233	666
HNV3Z9J01C6U0C	37-106	70	15-106	92	583
HNV3Z9J01BSOLB	58-418	361	15-418	404	495
HNV3Z9J01A1O69	37-58	22	15-58	44	541
HNV3Z9J01EYX31	38-50	13	15-50	36	159
HNV3Z9J01BXR7M	83-99	17	15-99	85	119
HNV3Z9J01CHEVO	79-453	375	15-453	439	467
HNV3Z9J01DZX90	41-47	7	16-47	32	398
HNV3Z9J01ARV6R	77-470	394	15-470	456	477
HNV3Z9J01BYINN	38-48	11	15-48	34	1073
HNV3Z9J01A46GM	60-442	383	15-442	428	494
HNV3Z9J01BE4MS	59-208	150	15-208	194	210
HNV3Z9J01C64PE	37-434	398	15-434	420	460
HNV3Z9J01C7BQH	38-39	2	15-45	31	641
HNV3Z9J01DYC4C	58-510	453	15-510	496	521
HNV3Z9J01AGZJ3	58-321	264	15-321	307	533
HNV3Z9J01CTKOZ	58-400	343	15-400	386	419
HNV3Z9J01EGF89	60-504	445	15-504	490	510
HNV3Z9J01BURIL	59-482	424	15-482	468	502
HNV3Z9J01CGN8Q	58-449	392	15-449	435	499
HNV3Z9J01D3M9V	63-303	241	15-303	289	520
HNV3Z9J01AIY2J	59-492	434	15-492	478	499
HNV3Z9J01AZKWI	58-138	81	15-138	124	615
HNV3Z9J01BBWBH	58-479	422	15-479	465	516
HNV3Z9J01BUUGV	38-240	203	15-240	226	549
HNV3Z9J01B0KNT	56-179	124	15-179	165	277
HNV3Z9J01DYF56	58-349	292	15-349	335	496
HNV3Z9J01BTPLI	37-308	272	15-308	294	556
HNV3Z9J01E0DH4	61-269	209	15-269	255	271
HNV3Z9J01DXHWO	60-428	369	15-442	428	519
HNV3Z9J01BRTR7	38-38	1	15-68	54	591
HNV3Z9J01DGRWH	38-384	347	15-384	370	407
HNV3Z9J01BETYN	59-471	413	15-471	457	514
HNV3Z9J01BPHDX	38-97	60	15-97	83	235
HNV3Z9J01AVRTE	58-321	264	15-321	307	536
HNV3Z9J01A33RH	37-359	323	15-359	345	378
HNV3Z9J01COEFE	59-163	105	15-163	149	170
HNV3Z9J01B1MLP	62-273	212	15-273	259	501
HNV3Z9J01DSWQL	61-508	448	15-508	494	519
HNV3Z9J01CJ1OZ	56-266	211	15-266	252	268
HNV3Z9J01DQET5	60-426	367	15-426	412	440
HNV3Z9J01APWXT	41-46	6	16-46	31	585
HNV3Z9J01AJCHF	37-394	358	15-394	380	522
HNV3Z9J01A2YVY	58-364	307	15-364	350	565
HNV3Z9J01EI0PJ	60-109	50	15-156	142	192
HNV3Z9J01CEFSJ	37-123	87	15-123	109	651
HNV3Z9J01AP6RW	57-262	206	15-262	248	265
HNV3Z9J01DHNMF	58-460	403	15-497	483	509
HNV3Z9J01DG5GB	37-37	1	15-58	44	549
HNV3Z9J01DQOYC	58-455	398	15-455	441	503
HNV3Z9J01DYCNH	58-429	372	15-429	415	512
HNV3Z9J01BVZHP	58-319	262	15-319	305	572
HNV3Z9J01CVFTC	56-343	288	15-343	329	547
HNV3Z9J01EBDP6	63-368	306	15-369	355	602
HNV3Z9J01BKRXG	60-114	55	15-114	100	298
HNV3Z9J01C0PNC	61-109	49	15-109	95	378
HNV3Z9J01DQU6S	69-411	343	15-411	397	551
HNV3Z9J01BWMRN	36-36	1	15-68	54	338
HNV3Z9J01AP3ZL	59-502	444	15-502	488	532
HNV3Z9J01CJ11K	57-275	219	15-275	261	542
HNV3Z9J01DBEJ4	58-199	142	15-199	185	201
HNV3Z9J01DLQE6	37-37	1	15-73	59	539
HNV3Z9J01BMKV1	61-327	267	15-327	313	527
HNV3Z9J01AQV3H	59-504	446	15-504	490	535
HNV3Z9J01A0Z2R	37-111	75	15-111	97	589
HNV3Z9J01ECMD7	56-173	118	15-173	159	550
HNV3Z9J01A92AS	59-208	150	15-208	194	210
HNV3Z9J01DMRUH	38-49	12	15-49	35	445
HNV3Z9J01AOTWU	62-372	311	15-372	358	511
HNV3Z9J01DV5R3	37-386	350	15-386	372	504
HNV3Z9J01CMI8Y	58-358	301	15-358	344	362
HNV3Z9J01BUED6	58-430	373	15-430	416	520
HNV3Z9J01DTRC0	78-249	172	15-249	235	600
HNV3Z9J01C7JVR	59-448	390	15-468	454	532
HNV3Z9J01EZAKX	49-49	1	15-49	35	569
HNV3Z9J01AV2SN	57-481	425	15-481	467	486
HNV3Z9J01D0DP0	61-399	339	15-399	385	500
HNV3Z9J01CQ9JM	59-334	276	15-334	320	339
HNV3Z9J01AWQ6U	58-484	427	15-484	470	502
HNV3Z9J01C1UPC	59-324	266	15-324	310	517
HNV3Z9J01B8XJB	59-485	427	15-485	471	536
HNV3Z9J01C41Z7	37-172	136	15-172	158	634
HNV3Z9J01BJ1QL	58-420	363	15-420	406	513
HNV3Z9J01CODBK	59-483	425	15-483	469	490
HNV3Z9J01DSDUO	59-478	420	15-524	510	527
HNV3Z9J01DPPQ8	37-387	351	15-387	373	400
HNV3Z9J01B6IVP	57-266	210	15-266	252	542
HNV3Z9J01AM4H8	58-278	221	15-278	264	628
HNV3Z9J01AFM7I	60-100	41	15-100	86	728
HNV3Z9J01CTMVJ	72-427	356	15-427	413	492
HNV3Z9J01BS1Q8	58-162	105	15-168	154	379
HNV3Z9J01DYFEI	57-483	427	15-483	469	512
HNV3Z9J01DK43B	37-356	320	15-356	342	499
HNV3Z9J01BZWLO	59-306	248	15-306	292	308
HNV3Z9J01AU1TD	61-453	393	15-453	439	538
HNV3Z9J01A56QE	66-363	298	15-363	349	483
HNV3Z9J01AO07H	60-169	110	15-169	155	185
HNV3Z9J01BQPU9	57-474	418	15-474	460	500
HNV3Z9J01CGP3U	57-498	442	15-520	506	529
HNV3Z9J01D1G8C	37-321	285	15-321	307	324
HNV3Z9J01DQVN4	59-493	435	15-493	479	499
HNV3Z9J01EOMMQ	60-335	276	15-335	321	337
HNV3Z9J01BAUFV	37-450	414	15-453	439	547
HNV3Z9J01BVUXQ	38-358	321	15-358	344	554
HNV3Z9J01B5WZR	59-145	87	15-145	131	737
HNV3Z9J01AMMEB	37-267	231	15-267	253	565
HNV3Z9J01BES8N	57-311	255	15-311	297	502
HNV3Z9J01CJW96	58-467	410	15-467	453	471
HNV3Z9J01D1VKY	37-434	398	15-434	420	441
HNV3Z9J01BA4XR	60-428	369	15-428	414	444
HNV3Z9J01C6E2D	59-471	413	15-471	457	507
HNV3Z9J01EAQ3F	58-178	121	15-178	164	179
HNV3Z9J01BZX8Q	60-110	51	15-110	96	503
HNV3Z9J01DF9C0	60-202	143	15-202	188	483
HNV3Z9J01C2DNV	58-505	448	15-505	491	508
HNV3Z9J01A4IXY	37-336	300	15-336	322	527
HNV3Z9J01B7HRW	61-193	133	15-193	179	647
HNV3Z9J01D6ZWX	63-401	339	15-401	387	520
HNV3Z9J01CHQ0K	57-163	107	15-163	149	544
HNV3Z9J01APY1J	59-406	348	15-406	392	528
HNV3Z9J01AXEWM	58-122	65	15-122	108	601
HNV3Z9J01CGZKF	59-466	408	15-466	452	492
HNV3Z9J01BTN6U	61-377	317	15-377	363	520
HNV3Z9J01CPWS9	60-61	2	15-61	47	576
HNV3Z9J01AO1D8	59-460	402	15-460	446	511
HNV3Z9J01BFX7A	63-171	109	15-198	184	275
HNV3Z9J01BGM92	59-468	410	15-468	454	515
HNV3Z9J01CBTBM	38-56	19	15-56	42	735
HNV3Z9J01AH7L7	49-49	1	15-49	35	695
HNV3Z9J01EF3DI	61-480	420	15-491	477	529
HNV3Z9J01CH3G0	61-443	383	15-443	429	522
HNV3Z9J01BITLY	58-318	261	15-318	304	323
HNV3Z9J01B531Q	37-450	414	15-450	436	560
HNV3Z9J01AIJRK	59-486	428	15-515	501	519
HNV3Z9J01B79P3	36-36	1	15-59	45	734
HNV3Z9J01C9L8X	58-486	429	15-486	472	513
HNV3Z9J01AYSW2	59-493	435	15-493	479	498
HNV3Z9J01BV45D	58-470	413	15-470	456	515
HNV3Z9J01BXFG8	38-137	100	15-137	123	391
HNV3Z9J01AIX6L	59-225	167	14-225	212	227
HNV3Z9J01CAPVS	38-97	60	15-97	83	375
HNV3Z9J01CVM3N	58-188	131	15-188	174	633
HNV3Z9J01BG5YR	58-222	165	15-222	208	332
HNV3Z9J01EO7OV	60-461	402	15-461	447	492
HNV3Z9J01BFUO3	58-350	293	15-350	336	359
HNV3Z9J01DX9KB	59-507	449	15-507	493	533
HNV3Z9J01CR7PK	58-434	377	15-434	420	497
HNV3Z9J01CBMXJ	37-209	173	15-209	195	562
HNV3Z9J01BQRII	57-238	182	15-259	245	343
HNV3Z9J01E3FOZ	60-370	311	15-448	434	483
HNV3Z9J01DVCU2	60-465	406	15-466	452	518
HNV3Z9J01ARDLR	61-366	306	15-366	352	506
HNV3Z9J01D8VQU	58-359	302	15-359	345	362
HNV3Z9J01A4U9O	61-229	169	15-269	255	539
HNV3Z9J01CD47R	61-486	426	15-486	472	532
HNV3Z9J01CKG09	37-458	422	15-458	444	511
HNV3Z9J01BG8L9	72-394	323	15-394	380	497
HNV3Z9J01ADUL7	38-322	285	15-350	336	490
HNV3Z9J01CL8F7	59-300	242	15-300	286	303
HNV3Z9J01A83HO	60-453	394	15-453	439	494
HNV3Z9J01DFDA2	63-180	118	15-180	166	542
HNV3Z9J01EDFX3	58-480	423	15-480	466	514
HNV3Z9J01EC69K	60-422	363	15-422	408	444
HNV3Z9J01BYGRG	59-503	445	15-503	489	532
HNV3Z9J01ANUAL	79-388	310	15-421	407	534
HNV3Z9J01AOJIH	36-36	1	15-57	43	598
HNV3Z9J01B1MVD	58-273	216	14-273	260	404
HNV3Z9J01AYC5E	79-114	36	15-114	100	906
HNV3Z9J01BEI6O	57-308	252	15-308	294	337
HNV3Z9J01BERD7	38-65	28	15-65	51	635
HNV3Z9J01AROZN	58-229	172	15-229	215	585
HNV3Z9J01CO4GO	38-49	12	15-49	35	572
HNV3Z9J01B09YG	37-430	394	15-430	416	506
HNV3Z9J01D4ZK1	59-114	56	15-114	100	504
HNV3Z9J01D0WMC	56-188	133	15-212	198	581
HNV3Z9J01D7GWA	38-58	21	15-58	44	589
HNV3Z9J01BKEER	59-415	357	15-462	448	502
HNV3Z9J01EW011	37-343	307	15-385	371	436
HNV3Z9J01ANTN0	61-480	420	15-480	466	528
HNV3Z9J01AVS08	63-288	226	15-288	274	510
HNV3Z9J01A9TZP	59-489	431	15-489	475	494
HNV3Z9J01C1UGN	61-118	58	15-118	104	365
HNV3Z9J01DRL6S	54-54	1	15-54	40	510
HNV3Z9J01CQ2B7	61-455	395	15-455	441	459
HNV3Z9J01C5HLM	60-226	167	15-226	212	804
HNV3Z9J01CNPWA	58-384	327	15-384	370	497
HNV3Z9J01BK7KK	37-221	185	15-221	207	660
HNV3Z9J01AG41N	59-425	367	15-425	411	497
HNV3Z9J01DJFKQ	61-365	305	15-365	351	524
HNV3Z9J01EEYCK	59-471	413	15-471	457	510
HNV3Z9J01C5UD0	57-465	409	15-465	451	528
HNV3Z9J01BG1UA	37-178	142	15-178	164	180
HNV3Z9J01AUJCJ	61-401	341	15-401	387	508
HNV3Z9J01EICEA	37-502	466	15-502	488	548
HNV3Z9J01CXQ72	37-449	413	15-497	483	543
HNV3Z9J01AG184	60-449	390	15-449	435	525
HNV3Z9J01DWOPJ	37-501	465	15-501	487	531
HNV3Z9J01CIK3F	57-325	269	15-325	311	338
HNV3Z9J01B57M8	58-218	161	15-247	233	368
HNV3Z9J01AQVN5	58-408	351	15-408	394	498
HNV3Z9J01DDD7D	38-163	126	15-163	149	525
HNV3Z9J01A232L	58-424	367	15-424	410	515
HNV3Z9J01EKCOV	59-208	150	15-208	194	210
HNV3Z9J01CTQ4M	65-392	328	15-392	378	399
HNV3Z9J01B3WKN	58-480	423	15-515	501	533
HNV3Z9J01A57GK	58-333	276	15-333	319	338
HNV3Z9J01DF5YD	37-420	384	15-420	406	497
HNV3Z9J01DFOHI	61-427	367	15-427	413	526
HNV3Z9J01DO5SJ	60-175	116	15-175	161	176
HNV3Z9J01C07EM	61-427	367	15-427	413	528
HNV3Z9J01CBPG6	59-489	431	15-489	475	505
HNV3Z9J01CNY8D	62-489	428	15-489	475	524
HNV3Z9J01BFD4B	38-72	35	15-72	58	662
HNV3Z9J01BI2FN	79-357	279	15-357	343	486
HNV3Z9J01AKO28	59-307	249	15-307	293	311
HNV3Z9J01DCLZK	59-484	426	15-484	470	493
HNV3Z9J01B3XXR	58-458	401	15-458	444	530
HNV3Z9J01EW9UP	77-401	325	15-401	387	518
HNV3Z9J01BRCHN	63-282	220	15-282	268	523
HNV3Z9J01CT2AG	36-36	1	15-69	55	709
HNV3Z9J01DOWM0	58-481	424	15-481	467	518
HNV3Z9J01EAS7H	59-172	114	15-172	158	542
HNV3Z9J01A5E4F	59-447	389	15-447	433	542
HNV3Z9J01BOYU8	58-466	409	15-466	452	504
HNV3Z9J01BEF9I	60-502	443	15-502	488	527
HNV3Z9J01AMKKV	60-219	160	15-219	205	232
HNV3Z9J01CHBUN	38-191	154	16-191	176	539
HNV3Z9J01AU6XA	62-483	422	15-483	469	523
HNV3Z9J01DFKTJ	61-125	65	15-159	145	353
HNV3Z9J01EK7VJ	58-454	397	15-454	440	521
HNV3Z9J01A021V	37-424	388	15-454	440	504
HNV3Z9J01AFIYW	61-87	27	15-118	104	546
HNV3Z9J01CY2OR	57-185	129	15-185	171	499
HNV3Z9J01D5DJ9	38-438	401	15-438	424	535
HNV3Z9J01ECJUY	59-165	107	15-190	176	665
HNV3Z9J01BIZV4	59-470	412	15-470	456	511
HNV3Z9J01EMIDJ	61-132	72	15-132	118	733
HNV3Z9J01EA62Z	37-358	322	14-358	345	363
HNV3Z9J01BW7UZ	78-453	376	15-453	439	468
HNV3Z9J01DF5KG	37-411	375	15-411	397	507
HNV3Z9J01EK9SN	65-392	328	15-392	378	396
HNV3Z9J01C5002	62-372	311	15-372	358	377
HNV3Z9J01BXHCD	61-454	394	15-454	440	463
HNV3Z9J01CUFQU	38-442	405	15-442	428	506
HNV3Z9J01A0S61	61-370	310	15-370	356	374
HNV3Z9J01BKNE7	60-431	372	15-431	417	494
HNV3Z9J01BJ3TE	60-163	104	15-163	149	340
HNV3Z9J01EHWR1	60-111	52	15-111	97	538
HNV3Z9J01BAGJ2	58-317	260	15-317	303	319
HNV3Z9J01A31DY	59-478	420	15-487	473	533
HNV3Z9J01D8365	58-479	422	15-526	512	529
HNV3Z9J01AFABM	58-91	34	15-91	77	604
HNV3Z9J01ESWGD	59-321	263	15-321	307	339
HNV3Z9J01A365A	68-309	242	15-309	295	552
HNV3Z9J01DD6UY	61-513	453	15-513	499	522
HNV3Z9J01BTBPM	59-195	137	15-195	181	215
HNV3Z9J01CU98L	37-385	349	15-385	371	503
HNV3Z9J01D4T0W	58-435	378	15-435	421	524
HNV3Z9J01DLMXT	59-233	175	15-233	219	606
HNV3Z9J01DMKVK	59-526	468	15-526	512	534
HNV3Z9J01CLFDN	59-324	266	15-324	310	339
HNV3Z9J01DC283	61-323	263	15-381	367	410
HNV3Z9J01BPI5P	59-257	199	15-257	243	420
HNV3Z9J01ECC13	58-221	164	15-221	207	230
HNV3Z9J01BUYY2	58-417	360	15-417	403	512
HNV3Z9J01AYG17	59-486	428	15-486	472	503
HNV3Z9J01CB31T	59-435	377	15-435	421	519
HNV3Z9J01DDW41	61-232	172	15-232	218	434
HNV3Z9J01ER76I	59-74	16	15-74	60	348
HNV3Z9J01D6R8V	72-477	406	15-477	463	542
HNV3Z9J01DPAW8	61-440	380	15-440	426	529
HNV3Z9J01CV8A5	59-478	420	15-478	464	506
HNV3Z9J01CXBN6	58-488	431	15-488	474	492
HNV3Z9J01EGX3Y	60-521	462	15-521	507	525
HNV3Z9J01B8YTV	66-84	19	15-109	95	480
HNV3Z9J01BOR0V	66-195	130	15-195	181	398
HNV3Z9J01BFGIT	61-310	250	15-310	296	326
HNV3Z9J01AEIFP	59-471	413	15-471	457	512
HNV3Z9J01AFURS	58-395	338	15-395	381	399
HNV3Z9J01A9W6W	40-40	1	15-54	40	547
HNV3Z9J01CAMXK	58-510	453	15-510	496	521
HNV3Z9J01AU698	58-463	406	15-463	449	502
HNV3Z9J01D2GU8	61-225	165	15-225	211	532
HNV3Z9J01AMLWG	59-479	421	15-479	465	507
HNV3Z9J01DC1AT	61-476	416	15-476	462	533
HNV3Z9J01ENJJ2	58-397	340	15-397	383	496
HNV3Z9J01C1QK3	57-364	308	15-364	350	380
HNV3Z9J01ATXIF	62-336	275	15-359	345	515
HNV3Z9J01AUGJ9	38-44	7	15-44	30	798
HNV3Z9J01C3905	37-212	176	15-212	198	349
HNV3Z9J01CMPTG	61-375	315	15-375	361	381
HNV3Z9J01CD8CN	37-77	41	15-77	63	546
HNV3Z9J01CBVMY	61-463	403	15-502	488	509
HNV3Z9J01B1FZU	59-436	378	15-436	422	519
HNV3Z9J01DQ55F	59-443	385	15-492	478	496
HNV3Z9J01EG8EE	60-335	276	15-335	321	341
HNV3Z9J01DUO90	61-173	113	15-173	159	367
HNV3Z9J01C03SP	38-38	1	15-72	58	509
HNV3Z9J01AEMIR	61-472	412	15-472	458	506
HNV3Z9J01CTULS	57-97	41	15-97	83	710
HNV3Z9J01DNV0U	61-468	408	15-468	454	535
HNV3Z9J01DRW73	58-82	25	15-82	68	390
HNV3Z9J01BVXWC	58-83	26	15-140	126	161
HNV3Z9J01CW6OF	38-50	13	15-50	36	489
HNV3Z9J01BDN8L	59-321	263	15-321	307	327
HNV3Z9J01AS60X	60-442	383	15-442	428	497
HNV3Z9J01DF44G	37-450	414	15-458	444	542
HNV3Z9J01C6BNP	59-462	404	15-462	448	541
HNV3Z9J01EG7XJ	58-124	67	15-135	121	272
HNV3Z9J01A8MV2	57-440	384	15-440	426	444
HNV3Z9J01C54HG	59-270	212	15-270	256	535
HNV3Z9J01BKDVL	37-494	458	15-494	480	531
HNV3Z9J01CUZ17	38-182	145	15-182	168	615
HNV3Z9J01BTWNL	37-321	285	15-321	307	324
HNV3Z9J01E0PO6	57-165	109	15-165	151	525
HNV3Z9J01DATGE	77-439	363	15-439	425	525
HNV3Z9J01EHTV4	37-399	363	15-432	418	517
HNV3Z9J01CC2ON	60-504	445	15-504	490	508
HNV3Z9J01CVDSU	62-369	308	15-369	355	593
HNV3Z9J01CZBCL	58-341	284	15-341	327	344
HNV3Z9J01BSDNZ	37-455	419	15-455	441	461
HNV3Z9J01DZJGX	58-178	121	15-178	164	179
HNV3Z9J01C2AS9	62-450	389	15-450	436	531
HNV3Z9J01DKBYC	60-383	324	15-383	369	596
HNV3Z9J01DCPQ5	59-250	192	15-250	236	626
HNV3Z9J01AINCH	59-456	398	15-456	442	511
HNV3Z9J01CCLFB	58-389	332	15-394	380	497
HNV3Z9J01CNTB6	60-360	301	15-387	373	493
HNV3Z9J01AG6AR	37-467	431	15-467	453	510
HNV3Z9J01D8R50	59-454	396	15-454	440	492
HNV3Z9J01BXBMW	78-386	309	15-392	378	534
HNV3Z9J01BRRVH	37-360	324	15-403	389	439
HNV3Z9J01BYEHI	60-480	421	15-480	466	504
HNV3Z9J01BKFR3	60-463	404	15-463	449	519
HNV3Z9J01B0WK4	61-441	381	15-441	427	496
HNV3Z9J01CWVHK	59-530	472	15-530	516	534
HNV3Z9J01DY0UZ	59-266	208	15-266	252	268
HNV3Z9J01AG0H1	58-226	169	15-226	212	228
HNV3Z9J01APSUH	59-132	74	15-132	118	864
HNV3Z9J01CD19G	58-400	343	15-426	412	536
HNV3Z9J01D37GS	61-279	219	15-315	301	340
HNV3Z9J01C4YQJ	58-108	51	15-131	117	786
HNV3Z9J01BJTKU	61-465	405	15-465	451	536
HNV3Z9J01AUUGE	58-498	441	15-498	484	521
HNV3Z9J01AH46X	37-406	370	15-406	392	528
HNV3Z9J01DFQFK	59-463	405	15-463	449	491
HNV3Z9J01CPG7H	59-489	431	15-489	475	493
HNV3Z9J01AFZY8	58-404	347	15-404	390	545
HNV3Z9J01DEXKH	58-298	241	15-298	284	309
HNV3Z9J01DN624	58-336	279	14-336	323	342
HNV3Z9J01CSQI1	59-459	401	15-459	445	515
HNV3Z9J01C1IE1	58-455	398	15-455	441	530
HNV3Z9J01ASHU8	61-480	420	15-480	466	523
HNV3Z9J01CBOIU	58-151	94	15-159	145	531
HNV3Z9J01DGFUC	58-300	243	15-300	286	316
HNV3Z9J01ALRAI	59-253	195	15-253	239	270
HNV3Z9J01BJ5XA	37-344	308	15-344	330	505
HNV3Z9J01DQG31	58-474	417	15-482	468	523
HNV3Z9J01CT3HY	56-302	247	15-302	288	322
HNV3Z9J01ANK9F	62-410	349	15-410	396	518
HNV3Z9J01A4UXH	59-460	402	15-460	446	496
HNV3Z9J01CTSQM	59-184	126	15-184	170	436
HNV3Z9J01DOE7F	58-465	408	15-465	451	471
HNV3Z9J01ASZ8N	57-437	381	15-437	423	476
HNV3Z9J01BCWT0	61-489	429	15-489	475	491
HNV3Z9J01ERBLN	60-508	449	15-508	494	524
HNV3Z9J01C5QLA	37-37	1	15-47	33	577
HNV3Z9J01BC0IR	62-101	40	15-101	87	756
HNV3Z9J01DTVM9	61-486	426	15-497	483	512
HNV3Z9J01AVMYH	61-471	411	15-471	457	529
HNV3Z9J01AK1TD	37-352	316	15-364	350	517
HNV3Z9J01BJOR9	77-447	371	15-447	433	469
HNV3Z9J01CXY9K	72-513	442	15-513	499	530
HNV3Z9J01AQF3T	37-427	391	15-427	413	528
HNV3Z9J01AQMG4	37-356	320	15-356	342	509
HNV3Z9J01APBG8	57-88	32	15-88	74	529
HNV3Z9J01BM1OY	37-378	342	15-378	364	506
HNV3Z9J01BJ4EL	58-490	433	15-490	476	521
HNV3Z9J01AX8AP	60-436	377	15-436	422	446
HNV3Z9J01AGJI4	60-428	369	15-465	451	505
HNV3Z9J01CWRH2	61-365	305	15-365	351	505
HNV3Z9J01AVLXM	59-480	422	15-511	497	528
HNV3Z9J01CD5OP	59-490	432	15-490	476	493
HNV3Z9J01AZNS1	76-312	237	15-312	298	544
HNV3Z9J01ADGH6	59-530	472	15-530	516	534
HNV3Z9J01C1UU1	48-48	1	15-48	34	641
