Accno	Trimpoints Used	Used Trimmed Length	Orig Trimpoints	Orig Trimmed Length	Raw Length
HNV3Z9J01E457Y	38-399	362	15-399	385	527
HNV3Z9J01DQE7A	61-361	301	15-361	347	541
HNV3Z9J01A0VTE	37-234	198	15-234	220	552
HNV3Z9J01B3A4O	58-276	219	15-276	262	617
HNV3Z9J01C6XW8	38-262	225	15-262	248	537
HNV3Z9J01DZZEM	62-325	264	15-325	311	539
HNV3Z9J01CJZ7S	37-37	1	15-63	49	642
HNV3Z9J01DA1LA	59-296	238	15-296	282	718
HNV3Z9J01DA6NI	58-309	252	15-309	295	579
HNV3Z9J01EQQHN	37-131	95	15-131	117	555
HNV3Z9J01C6TN0	62-209	148	15-209	195	551
HNV3Z9J01AJKWZ	37-448	412	15-476	462	544
HNV3Z9J01CK2DW	80-257	178	15-257	243	620
HNV3Z9J01E31AP	37-281	245	15-281	267	519
HNV3Z9J01BP47J	59-247	189	15-247	233	574
HNV3Z9J01EZTMI	60-149	90	15-206	192	226
HNV3Z9J01E1RU7	66-318	253	15-318	304	518
HNV3Z9J01BMJ1S	59-295	237	15-307	293	512
HNV3Z9J01C4AKR	60-162	103	15-166	152	614
HNV3Z9J01DBYNA	61-336	276	15-359	345	518
HNV3Z9J01C3DAU	60-321	262	15-321	307	595
HNV3Z9J01DYA60	60-380	321	15-380	366	500
HNV3Z9J01BIS7C	65-265	201	15-265	251	529
HNV3Z9J01CKZ9M	66-173	108	15-173	159	622
HNV3Z9J01E3VCU	37-259	223	15-259	245	509
HNV3Z9J01CO0Z8	62-386	325	15-386	372	465
HNV3Z9J01EEJEN	59-332	274	15-332	318	535
HNV3Z9J01DY1JU	63-298	236	15-298	284	553
HNV3Z9J01ALICO	60-323	264	15-323	309	531
HNV3Z9J01B2RYP	61-398	338	15-415	401	537
HNV3Z9J01BI6S9	37-215	179	15-215	201	516
HNV3Z9J01DLIQW	58-389	332	15-389	375	548
HNV3Z9J01D0EFI	60-126	67	15-126	112	566
HNV3Z9J01ALGGE	56-348	293	15-348	334	517
HNV3Z9J01A18Y1	38-151	114	15-151	137	571
HNV3Z9J01BF3U8	58-172	115	15-172	158	566
HNV3Z9J01AOVG0	66-256	191	15-256	242	542
HNV3Z9J01C82DM	60-314	255	15-314	300	508
HNV3Z9J01BZN9L	58-389	332	15-389	375	569
HNV3Z9J01EUT7Y	59-320	262	15-343	329	496
HNV3Z9J01EIZLT	38-103	66	15-103	89	786
HNV3Z9J01D6NUC	60-383	324	15-383	369	511
HNV3Z9J01BOSFR	37-341	305	15-341	327	529
HNV3Z9J01D1LQX	37-340	304	15-340	326	502
HNV3Z9J01CJGJ1	37-347	311	15-358	344	637
HNV3Z9J01A9QJV	63-110	48	15-110	96	511
HNV3Z9J01DOJ95	37-37	1	15-58	44	548
HNV3Z9J01C99JW	59-149	91	15-149	135	661
HNV3Z9J01B3J30	37-278	242	15-331	317	492
HNV3Z9J01DDNXB	58-298	241	15-298	284	719
HNV3Z9J01EIFZJ	37-63	27	15-63	49	300
HNV3Z9J01AIAEH	58-406	349	15-406	392	524
HNV3Z9J01DOKOH	59-140	82	15-140	126	569
HNV3Z9J01CPO9N	38-173	136	15-173	159	617
HNV3Z9J01CNV0K	61-243	183	15-290	276	324
HNV3Z9J01EU7LA	59-319	261	15-319	305	551
HNV3Z9J01DT73V	59-227	169	15-230	216	543
HNV3Z9J01EBP70	58-165	108	15-165	151	586
HNV3Z9J01ENX44	61-214	154	15-214	200	571
HNV3Z9J01BFZ0P	62-190	129	15-199	185	616
HNV3Z9J01E0FHO	59-176	118	15-176	162	324
HNV3Z9J01AK2CE	60-124	65	15-124	110	563
HNV3Z9J01AGBGY	59-149	91	15-149	135	293
HNV3Z9J01DV2I6	36-36	1	15-68	54	702
HNV3Z9J01C1QLU	60-231	172	15-231	217	608
HNV3Z9J01ANGLH	61-414	354	15-414	400	557
HNV3Z9J01BYIR3	61-366	306	15-366	352	531
HNV3Z9J01C31LZ	61-496	436	15-496	482	520
HNV3Z9J01DWR68	58-252	195	15-252	238	552
HNV3Z9J01DDLZG	59-337	279	15-351	337	497
HNV3Z9J01C9X08	59-354	296	15-354	340	483
HNV3Z9J01EQV17	57-309	253	15-309	295	560
HNV3Z9J01BA50L	37-37	1	15-65	51	636
HNV3Z9J01DEVOG	37-320	284	15-320	306	550
HNV3Z9J01A0PCC	60-215	156	15-215	201	509
HNV3Z9J01EVA4H	60-343	284	15-343	329	530
HNV3Z9J01EWBNS	56-314	259	15-314	300	555
HNV3Z9J01A0VDD	61-206	146	15-206	192	636
HNV3Z9J01AIJWE	58-299	242	15-299	285	517
HNV3Z9J01A0SCE	37-240	204	15-240	226	722
HNV3Z9J01C5K58	77-387	311	15-387	373	546
HNV3Z9J01B23HE	37-47	11	15-47	33	908
HNV3Z9J01BXY57	38-272	235	15-272	258	561
HNV3Z9J01BN0CQ	61-279	219	15-279	265	555
HNV3Z9J01D9L40	58-260	203	15-260	246	598
HNV3Z9J01CNBWH	60-197	138	15-197	183	567
HNV3Z9J01BC863	62-85	24	15-85	71	536
HNV3Z9J01D842Z	37-105	69	15-105	91	565
HNV3Z9J01DQXRD	37-118	82	15-118	104	591
HNV3Z9J01BT5VO	38-48	11	15-48	34	668
HNV3Z9J01EMLE8	59-336	278	15-336	322	530
HNV3Z9J01DK9KB	60-267	208	15-267	253	580
HNV3Z9J01CDAUH	38-46	9	15-46	32	964
HNV3Z9J01EY5JZ	63-245	183	15-245	231	567
HNV3Z9J01EMLEN	66-208	143	15-208	194	544
HNV3Z9J01A3J3R	59-363	305	15-363	349	534
HNV3Z9J01EX7HX	58-377	320	15-377	363	494
HNV3Z9J01CG861	59-299	241	15-299	285	547
HNV3Z9J01AUJAA	38-266	229	15-266	252	604
HNV3Z9J01CYKBV	58-317	260	15-317	303	539
HNV3Z9J01DEJHC	61-443	383	15-443	429	554
HNV3Z9J01COXPW	58-438	381	15-438	424	529
HNV3Z9J01C0D8C	38-302	265	15-306	292	552
HNV3Z9J01C78BE	38-214	177	15-214	200	573
HNV3Z9J01A6SNS	37-339	303	15-339	325	530
HNV3Z9J01ESMRK	73-270	198	15-270	256	556
HNV3Z9J01EZ6LT	57-209	153	15-209	195	538
HNV3Z9J01AHGX6	38-38	1	15-57	43	579
HNV3Z9J01C53BQ	58-296	239	15-296	282	560
HNV3Z9J01ELHLC	58-306	249	15-306	292	532
HNV3Z9J01AH9IA	37-37	1	15-51	37	580
HNV3Z9J01EBPVQ	37-102	66	15-102	88	599
HNV3Z9J01A9ONU	61-329	269	15-329	315	520
HNV3Z9J01D8P6M	58-293	236	15-305	291	619
HNV3Z9J01D64U0	60-145	86	15-145	131	812
HNV3Z9J01AQLGZ	58-296	239	15-296	282	513
HNV3Z9J01DIDTC	38-60	23	15-60	46	812
HNV3Z9J01CK5ES	54-305	252	15-316	302	591
HNV3Z9J01ESW8V	37-238	202	15-238	224	594
HNV3Z9J01A7JN2	57-184	128	15-208	194	621
HNV3Z9J01EREJW	60-262	203	15-262	248	548
HNV3Z9J01B5UYR	62-251	190	15-251	237	548
HNV3Z9J01CLW75	37-37	1	15-70	56	590
HNV3Z9J01BTUM3	59-430	372	15-430	416	516
HNV3Z9J01B2MSZ	58-280	223	15-280	266	511
HNV3Z9J01EQHA3	59-225	167	15-225	211	574
HNV3Z9J01CQ94E	58-358	301	15-358	344	548
HNV3Z9J01ENQ2X	58-372	315	15-372	358	507
HNV3Z9J01B8NV1	58-186	129	15-217	203	524
HNV3Z9J01AP1V9	60-86	27	15-86	72	562
HNV3Z9J01CMEQF	58-409	352	15-409	395	518
HNV3Z9J01BOIOF	58-328	271	15-328	314	507
HNV3Z9J01D2U15	59-344	286	15-360	346	526
HNV3Z9J01EN751	61-288	228	15-288	274	529
HNV3Z9J01E1RSM	59-312	254	15-312	298	333
HNV3Z9J01EWNHV	37-37	1	15-64	50	676
HNV3Z9J01CVFFS	38-271	234	15-271	257	631
HNV3Z9J01DYVSQ	60-181	122	15-181	167	545
HNV3Z9J01C6IC9	60-166	107	15-166	152	566
HNV3Z9J01D2PLZ	60-260	201	15-260	246	587
HNV3Z9J01C3EWX	37-37	1	15-54	40	603
HNV3Z9J01EW0PU	58-381	324	15-385	371	517
HNV3Z9J01B8J2Q	59-253	195	15-253	239	270
HNV3Z9J01C8QZP	80-305	226	15-305	291	479
HNV3Z9J01ANH7I	62-282	221	15-282	268	583
HNV3Z9J01BZPVG	58-129	72	15-129	115	767
HNV3Z9J01D7QN1	38-460	423	15-460	446	542
HNV3Z9J01B2Z20	37-165	129	15-165	151	644
HNV3Z9J01CD6IR	61-165	105	15-177	163	709
HNV3Z9J01CO6R6	61-206	146	15-238	224	539
HNV3Z9J01AXOAT	57-269	213	15-303	289	491
HNV3Z9J01A02SI	58-301	244	15-301	287	543
HNV3Z9J01EAIJ9	62-246	185	15-246	232	541
HNV3Z9J01AUIFL	37-75	39	15-101	87	741
HNV3Z9J01A84EL	78-208	131	15-208	194	566
HNV3Z9J01BZH73	60-332	273	15-332	318	590
HNV3Z9J01DHFY2	38-47	10	15-47	33	883
HNV3Z9J01AJ9IU	59-111	53	15-111	97	708
HNV3Z9J01B00TQ	59-86	28	15-123	109	550
HNV3Z9J01DPES9	66-363	298	15-363	349	517
HNV3Z9J01EVVGC	59-260	202	15-260	246	729
HNV3Z9J01AOYE4	59-233	175	15-233	219	518
HNV3Z9J01CZJGL	59-250	192	15-250	236	507
HNV3Z9J01CUMCQ	37-288	252	15-288	274	526
HNV3Z9J01EQBEQ	44-44	1	15-44	30	865
HNV3Z9J01C350D	37-178	142	15-178	164	704
HNV3Z9J01D4FOZ	57-243	187	15-243	229	644
HNV3Z9J01BT8NH	58-196	139	15-196	182	636
HNV3Z9J01BW0KG	61-130	70	15-161	147	693
HNV3Z9J01AUA4S	61-134	74	15-134	120	608
HNV3Z9J01DYZZY	61-312	252	15-334	320	563
HNV3Z9J01AVX8Z	60-138	79	15-138	124	658
HNV3Z9J01BME19	58-290	233	15-290	276	532
HNV3Z9J01CEI83	60-178	119	15-200	186	614
HNV3Z9J01CU75P	58-356	299	15-356	342	530
HNV3Z9J01BH022	58-357	300	15-357	343	538
HNV3Z9J01AYWMY	59-303	245	15-303	289	517
HNV3Z9J01AKTT1	60-84	25	15-84	70	536
HNV3Z9J01ED8KN	59-98	40	15-98	84	534
HNV3Z9J01ER5P9	63-219	157	15-219	205	825
HNV3Z9J01AO7CJ	65-271	207	15-271	257	559
HNV3Z9J01EN3O8	59-270	212	15-270	256	522
HNV3Z9J01AZ295	37-37	1	15-58	44	537
HNV3Z9J01CSTNX	57-290	234	15-290	276	524
HNV3Z9J01CSD4U	60-266	207	15-266	252	267
HNV3Z9J01BKG1F	59-216	158	14-216	203	620
HNV3Z9J01ET7KE	56-181	126	15-181	167	621
HNV3Z9J01CINQN	60-394	335	15-394	380	542
HNV3Z9J01BGC6W	61-122	62	15-122	108	790
HNV3Z9J01AHX4Y	37-238	202	15-238	224	573
HNV3Z9J01D1RDX	59-326	268	15-326	312	508
HNV3Z9J01DI0FM	58-292	235	15-304	290	515
HNV3Z9J01B2D7A	59-219	161	15-219	205	579
HNV3Z9J01CEGJJ	39-295	257	15-295	281	544
HNV3Z9J01CVEG3	37-386	350	15-386	372	520
HNV3Z9J01DNN9R	59-95	37	15-95	81	579
HNV3Z9J01AX47Z	38-216	179	15-216	202	703
HNV3Z9J01CWC8P	58-154	97	15-186	172	548
HNV3Z9J01EXJRW	57-131	75	15-167	153	631
HNV3Z9J01D2BD4	60-387	328	15-387	373	529
HNV3Z9J01BKX0R	66-204	139	15-204	190	577
HNV3Z9J01B9V8E	38-228	191	15-228	214	558
HNV3Z9J01D3Z4T	53-387	335	15-387	373	566
HNV3Z9J01BMVS8	50-50	1	15-54	40	616
HNV3Z9J01CFSBM	61-123	63	15-123	109	692
HNV3Z9J01B2SQE	59-165	107	15-203	189	533
HNV3Z9J01DNXSW	56-187	132	15-215	201	515
HNV3Z9J01BKXTS	37-221	185	15-221	207	580
HNV3Z9J01CDJ4U	58-229	172	15-229	215	585
HNV3Z9J01AVP4E	37-280	244	15-280	266	524
HNV3Z9J01BSSGR	59-85	27	15-85	71	805
HNV3Z9J01B4K8C	56-188	133	15-195	181	569
HNV3Z9J01EDZXY	60-283	224	15-283	269	522
HNV3Z9J01DH5TD	38-56	19	15-56	42	653
HNV3Z9J01E2G6D	67-156	90	15-156	142	561
HNV3Z9J01DA4CT	38-120	83	15-120	106	631
HNV3Z9J01BQ41W	60-166	107	15-172	158	561
HNV3Z9J01EES79	60-328	269	15-328	314	514
HNV3Z9J01EVDEW	37-80	44	14-80	67	628
HNV3Z9J01ER15C	59-155	97	15-155	141	552
HNV3Z9J01EI11A	58-302	245	15-302	288	437
HNV3Z9J01CWCID	59-227	169	15-277	263	537
HNV3Z9J01CEDNH	59-230	172	15-230	216	539
HNV3Z9J01BQMD7	58-356	299	15-356	342	529
HNV3Z9J01BLG9E	37-170	134	15-170	156	585
HNV3Z9J01AX1FL	58-216	159	15-216	202	543
HNV3Z9J01D2G00	58-254	197	15-254	240	588
HNV3Z9J01CD7M8	66-85	20	15-85	71	574
HNV3Z9J01AP85K	38-398	361	15-398	384	535
HNV3Z9J01EXFA6	62-269	208	15-269	255	601
HNV3Z9J01AQ5BA	58-180	123	15-204	190	556
HNV3Z9J01ETA7O	61-92	32	15-92	78	207
HNV3Z9J01DQIAX	60-331	272	15-331	317	518
HNV3Z9J01CAVB0	60-130	71	15-130	116	547
HNV3Z9J01EDNG7	59-220	162	15-220	206	733
HNV3Z9J01EFGQK	65-359	295	15-359	345	548
HNV3Z9J01DRLTG	58-181	124	15-181	167	614
HNV3Z9J01EAOXR	57-277	221	15-283	269	580
HNV3Z9J01DAEDS	66-203	138	15-203	189	597
HNV3Z9J01BWDL5	65-84	20	15-84	70	714
HNV3Z9J01BBVR4	61-247	187	15-247	233	595
HNV3Z9J01BLG6R	59-299	241	15-299	285	501
HNV3Z9J01BQRRB	57-177	121	15-177	163	562
HNV3Z9J01BYS48	60-130	71	15-142	128	637
HNV3Z9J01CRNMB	60-87	28	15-87	73	733
HNV3Z9J01DXSFB	60-371	312	15-371	357	545
HNV3Z9J01AK5IM	60-333	274	15-333	319	580
HNV3Z9J01D1062	62-286	225	15-286	272	521
HNV3Z9J01E0PDF	37-58	22	15-58	44	646
HNV3Z9J01CLJKS	37-280	244	15-280	266	507
HNV3Z9J01DDR0I	66-287	222	15-287	273	534
HNV3Z9J01E2QLQ	61-335	275	15-348	334	537
HNV3Z9J01DZW1D	53-231	179	15-231	217	579
HNV3Z9J01BST1X	62-247	186	15-247	233	572
HNV3Z9J01D7K3M	60-328	269	15-328	314	516
HNV3Z9J01A79TI	61-203	143	15-232	218	581
HNV3Z9J01CZ9G0	59-150	92	15-150	136	687
HNV3Z9J01DQKEI	38-97	60	15-97	83	553
HNV3Z9J01DP86J	60-300	241	15-300	286	546
HNV3Z9J01B6WUE	63-219	157	15-219	205	731
HNV3Z9J01EM2D3	58-247	190	15-250	236	567
HNV3Z9J01CSTZM	61-374	314	15-374	360	523
HNV3Z9J01E0YKN	79-230	152	15-230	216	661
HNV3Z9J01CKA60	61-244	184	15-244	230	560
HNV3Z9J01DEM6Z	37-62	26	15-62	48	613
HNV3Z9J01EW795	58-325	268	15-325	311	579
HNV3Z9J01EOK61	37-200	164	15-200	186	606
HNV3Z9J01CAT6W	60-164	105	15-199	185	587
HNV3Z9J01DBC2T	65-197	133	15-197	183	617
HNV3Z9J01AEE99	61-161	101	15-161	147	531
HNV3Z9J01AWF7T	58-283	226	15-283	269	514
HNV3Z9J01EUK6C	38-61	24	15-61	47	547
HNV3Z9J01ANVZL	59-162	104	15-178	164	651
HNV3Z9J01CDLC1	59-284	226	15-284	270	618
HNV3Z9J01EO539	59-410	352	15-410	396	474
HNV3Z9J01CDBW9	59-210	152	15-210	196	636
HNV3Z9J01BVPAS	50-50	1	15-50	36	680
HNV3Z9J01EGX4D	56-300	245	15-300	286	645
HNV3Z9J01EWMLP	37-327	291	15-327	313	530
HNV3Z9J01CFEJU	37-37	1	15-73	59	607
HNV3Z9J01D2N2F	59-248	190	15-248	234	662
HNV3Z9J01EFYKN	61-272	212	15-272	258	581
HNV3Z9J01DQEKD	56-153	98	15-184	170	554
HNV3Z9J01CHZHN	60-272	213	15-272	258	540
HNV3Z9J01CT5AD	61-202	142	15-202	188	526
HNV3Z9J01AWCCT	60-315	256	15-315	301	560
HNV3Z9J01AE3NR	59-190	132	15-190	176	723
HNV3Z9J01BQOMK	37-240	204	15-240	226	571
HNV3Z9J01ADS5I	56-180	125	15-180	166	554
HNV3Z9J01BFOO9	45-45	1	15-45	31	705
HNV3Z9J01E5IXC	63-274	212	15-274	260	546
HNV3Z9J01C5CWO	38-52	15	15-52	38	629
HNV3Z9J01EI4MU	38-178	141	15-178	164	677
HNV3Z9J01BMA67	38-196	159	15-209	195	551
HNV3Z9J01CUXWF	36-36	1	15-46	32	557
HNV3Z9J01EW8YX	37-37	1	15-62	48	617
HNV3Z9J01EAOZQ	57-218	162	15-218	204	553
HNV3Z9J01EWWCV	58-89	32	15-89	75	617
HNV3Z9J01CH45C	59-254	196	15-254	240	614
HNV3Z9J01CEI1R	62-236	175	15-236	222	647
HNV3Z9J01A4O71	38-99	62	15-99	85	621
HNV3Z9J01EO6JG	58-289	232	15-289	275	521
HNV3Z9J01BQ3CS	59-177	119	15-198	184	542
HNV3Z9J01A8IML	57-256	200	15-256	242	568
HNV3Z9J01ERJP9	59-225	167	15-225	211	677
HNV3Z9J01DYQW0	62-150	89	15-150	136	794
HNV3Z9J01CX7XH	54-422	369	15-422	408	540
HNV3Z9J01EWYOU	37-221	185	15-221	207	532
HNV3Z9J01EJWXV	60-139	80	15-139	125	784
HNV3Z9J01BUWUW	58-311	254	15-311	297	469
HNV3Z9J01AO0YV	58-224	167	15-224	210	577
HNV3Z9J01AVJBI	61-384	324	15-384	370	562
HNV3Z9J01DRZO7	60-368	309	15-368	354	551
HNV3Z9J01CD4OB	57-150	94	15-158	144	508
HNV3Z9J01CPSL9	38-55	18	15-55	41	686
HNV3Z9J01EETJ5	37-228	192	15-228	214	584
HNV3Z9J01D7RGS	61-382	322	15-382	368	540
HNV3Z9J01BZHBX	58-230	173	15-230	216	520
HNV3Z9J01AM2U5	54-76	23	15-76	62	691
HNV3Z9J01A4D37	60-266	207	15-266	252	577
HNV3Z9J01CS1L9	57-279	223	15-279	265	631
HNV3Z9J01BOGYI	37-37	1	15-64	50	531
HNV3Z9J01AFYSO	37-167	131	15-167	153	566
HNV3Z9J01BROP8	60-224	165	15-224	210	572
HNV3Z9J01B11WZ	53-304	252	15-325	311	551
HNV3Z9J01D5BKP	38-44	7	15-44	30	740
HNV3Z9J01ESQUG	58-239	182	15-286	272	325
HNV3Z9J01EDL51	38-305	268	15-305	291	590
HNV3Z9J01EN52M	61-313	253	15-313	299	502
HNV3Z9J01BPYFX	37-300	264	15-300	286	588
HNV3Z9J01B3IGD	58-168	111	15-168	154	641
HNV3Z9J01BF5ET	38-198	161	15-198	184	566
HNV3Z9J01D07TX	65-400	336	15-400	386	545
HNV3Z9J01BLBYA	58-253	196	15-253	239	604
HNV3Z9J01C2P4I	38-113	76	15-113	99	499
HNV3Z9J01CWGZ2	58-309	252	15-309	295	581
HNV3Z9J01C9WQN	37-219	183	15-219	205	589
HNV3Z9J01DR17I	61-106	46	15-106	92	542
HNV3Z9J01BW056	56-356	301	15-356	342	545
HNV3Z9J01ASB8M	38-267	230	15-267	253	704
HNV3Z9J01EEGXY	59-364	306	15-364	350	511
HNV3Z9J01CY3T0	58-247	190	15-247	233	689
HNV3Z9J01DX13Y	38-140	103	15-140	126	841
HNV3Z9J01DSMHT	37-238	202	15-238	224	548
HNV3Z9J01A0PBC	38-248	211	15-254	240	650
HNV3Z9J01E10EW	61-327	267	15-327	313	500
HNV3Z9J01EFAMY	59-250	192	15-250	236	641
HNV3Z9J01A6YHB	59-171	113	15-171	157	613
HNV3Z9J01B6CTF	61-377	317	15-377	363	544
HNV3Z9J01EMHMI	38-264	227	15-264	250	545
HNV3Z9J01DZE7V	66-85	20	15-85	71	699
HNV3Z9J01A2G2J	38-399	362	15-399	385	543
HNV3Z9J01A8GUZ	58-69	12	15-69	55	571
HNV3Z9J01EOCXZ	38-82	45	15-117	103	570
HNV3Z9J01CIKP4	58-281	224	15-281	267	583
HNV3Z9J01AROFU	62-381	320	15-381	367	531
HNV3Z9J01B2KD6	59-339	281	15-339	325	553
HNV3Z9J01EUVS8	37-127	91	15-127	113	859
HNV3Z9J01EPKJA	59-203	145	15-203	189	566
HNV3Z9J01EOJ3P	36-36	1	15-54	40	621
HNV3Z9J01COTJX	37-296	260	15-296	282	678
HNV3Z9J01BTVC1	61-123	63	15-161	147	628
HNV3Z9J01CJGA6	59-109	51	15-109	95	550
HNV3Z9J01CWKI0	58-283	226	15-283	269	536
HNV3Z9J01CLA9S	38-236	199	15-236	222	574
HNV3Z9J01AY9EJ	37-37	1	15-51	37	949
HNV3Z9J01DKVRM	39-95	57	16-95	80	860
HNV3Z9J01AHWCS	38-82	45	15-92	78	624
HNV3Z9J01CV3R8	58-177	120	15-177	163	550
HNV3Z9J01CJ7A8	38-308	271	15-320	306	552
HNV3Z9J01B48MY	15-151	137	15-151	137	654
HNV3Z9J01ETKVB	37-37	1	15-59	45	952
HNV3Z9J01D79E4	37-277	241	15-277	263	535
HNV3Z9J01B2JH2	73-326	254	15-326	312	580
HNV3Z9J01A7KTI	60-289	230	15-289	275	766
HNV3Z9J01BOYJ9	60-220	161	15-220	206	605
HNV3Z9J01EYFT8	59-256	198	15-256	242	560
HNV3Z9J01B7SH4	38-73	36	15-73	59	659
HNV3Z9J01DNOAW	38-298	261	15-298	284	579
HNV3Z9J01EUDYL	59-133	75	15-168	154	708
HNV3Z9J01BWB46	59-332	274	15-332	318	512
HNV3Z9J01ER4P4	61-164	104	15-171	157	537
HNV3Z9J01EH6M9	59-182	124	15-182	168	703
HNV3Z9J01AL9VR	38-183	146	15-183	169	603
HNV3Z9J01CJR30	59-328	270	15-328	314	502
HNV3Z9J01EQNT5	37-288	252	15-288	274	569
HNV3Z9J01CU9KK	59-240	182	15-240	226	552
HNV3Z9J01A2STY	58-312	255	15-312	298	542
HNV3Z9J01CJI7A	59-225	167	15-225	211	582
HNV3Z9J01A7189	61-222	162	15-222	208	572
HNV3Z9J01C483V	37-315	279	15-315	301	526
HNV3Z9J01B4WRE	59-164	106	15-164	150	600
HNV3Z9J01EXADQ	59-160	102	15-160	146	551
HNV3Z9J01CVI5F	61-304	244	15-304	290	549
HNV3Z9J01ARLSM	67-127	61	15-127	113	574
HNV3Z9J01EPUUT	15-33	19	15-65	51	619
HNV3Z9J01DWI2J	66-135	70	15-135	121	591
HNV3Z9J01A4MQM	60-277	218	15-277	263	538
HNV3Z9J01AJJ38	60-127	68	15-127	113	645
HNV3Z9J01DZDMM	37-393	357	15-403	389	543
HNV3Z9J01ATDYT	79-97	19	15-99	85	784
HNV3Z9J01D92UL	60-291	232	15-291	277	553
HNV3Z9J01B3BC6	38-259	222	15-259	245	519
HNV3Z9J01EX4IV	37-247	211	15-247	233	271
HNV3Z9J01BTDIQ	59-234	176	15-234	220	548
HNV3Z9J01ANBEN	58-111	54	15-111	97	644
HNV3Z9J01BC3AP	38-123	86	15-123	109	661
HNV3Z9J01BHURG	37-275	239	15-298	284	522
HNV3Z9J01B28OK	58-98	41	15-98	84	662
HNV3Z9J01CMCOP	80-197	118	15-197	183	538
HNV3Z9J01BWTI1	67-111	45	15-111	97	698
HNV3Z9J01AXIPP	59-370	312	15-370	356	499
HNV3Z9J01DK7BD	60-266	207	15-266	252	513
HNV3Z9J01CSSBK	37-152	116	15-152	138	558
HNV3Z9J01B96FV	37-295	259	15-295	281	607
HNV3Z9J01DMABM	77-247	171	15-271	257	595
HNV3Z9J01A5ABY	38-62	25	15-62	48	553
HNV3Z9J01EMUW9	62-314	253	15-314	300	578
HNV3Z9J01AJNJH	63-270	208	15-270	256	545
HNV3Z9J01DHGPX	60-177	118	15-177	163	596
HNV3Z9J01BFTPO	68-88	21	15-101	87	597
HNV3Z9J01EDVPF	59-105	47	15-105	91	624
HNV3Z9J01ALOC4	62-133	72	15-157	143	549
HNV3Z9J01EC5LE	58-203	146	15-223	209	502
HNV3Z9J01D99OR	59-191	133	15-191	177	608
HNV3Z9J01EG2JH	38-233	196	15-233	219	569
HNV3Z9J01DJB66	62-221	160	15-221	207	569
HNV3Z9J01AQ32G	60-142	83	15-142	128	693
HNV3Z9J01CLK0J	59-294	236	15-306	292	516
HNV3Z9J01EZOLL	37-186	150	15-194	180	547
HNV3Z9J01DI6BX	63-263	201	15-263	249	550
HNV3Z9J01D3LOQ	58-206	149	15-206	192	333
HNV3Z9J01DN30L	60-303	244	15-304	290	562
HNV3Z9J01D3KPS	63-224	162	15-224	210	655
HNV3Z9J01B3ION	37-37	1	15-45	31	583
HNV3Z9J01D5YLP	59-219	161	15-219	205	635
HNV3Z9J01CTHXY	38-245	208	15-245	231	543
HNV3Z9J01B5V5B	58-236	179	15-236	222	554
HNV3Z9J01BH3GX	57-187	131	15-212	198	515
HNV3Z9J01EHGZY	38-240	203	15-240	226	598
HNV3Z9J01DZ1X3	59-283	225	15-283	269	555
HNV3Z9J01EDTVE	60-209	150	15-209	195	546
HNV3Z9J01AMH8U	59-408	350	15-408	394	530
HNV3Z9J01ECRW8	59-190	132	15-190	176	662
HNV3Z9J01BVSC4	58-80	23	15-80	66	539
HNV3Z9J01DVBOT	37-88	52	15-88	74	569
HNV3Z9J01C2QA4	37-386	350	15-386	372	505
HNV3Z9J01BJCWE	60-111	52	15-111	97	685
HNV3Z9J01DW89D	58-268	211	15-268	254	546
HNV3Z9J01BXYS0	57-152	96	15-152	138	865
HNV3Z9J01DBZ93	37-193	157	15-193	179	528
HNV3Z9J01ENLJO	59-337	279	15-337	323	541
HNV3Z9J01D4256	59-330	272	15-330	316	536
HNV3Z9J01DXRGM	59-124	66	15-143	129	600
HNV3Z9J01CAQPT	58-224	167	15-224	210	233
HNV3Z9J01CEUFX	57-397	341	15-397	383	507
HNV3Z9J01EJL0X	62-312	251	15-339	325	551
HNV3Z9J01EXGI9	59-163	105	15-163	149	491
HNV3Z9J01EXKYG	54-113	60	15-113	99	656
HNV3Z9J01D0WLA	59-167	109	15-201	187	580
HNV3Z9J01DHTBN	62-127	66	15-148	134	657
HNV3Z9J01DFE5E	37-341	305	15-341	327	523
HNV3Z9J01EI8J7	61-338	278	15-338	324	549
HNV3Z9J01B1KLA	36-36	1	15-52	38	703
HNV3Z9J01ATBIL	60-173	114	15-173	159	564
HNV3Z9J01AHK6A	60-253	194	15-253	239	576
HNV3Z9J01AORF2	59-96	38	15-96	82	571
HNV3Z9J01B23AO	66-175	110	15-175	161	545
HNV3Z9J01C0I4T	37-37	1	15-51	37	574
HNV3Z9J01EON5Q	60-83	24	15-83	69	577
HNV3Z9J01EGNHN	61-202	142	15-202	188	575
HNV3Z9J01CUMAK	61-318	258	15-318	304	545
HNV3Z9J01C7K3U	60-317	258	15-317	303	545
HNV3Z9J01A3XU9	37-192	156	15-192	178	545
HNV3Z9J01BBYR1	37-203	167	15-203	189	600
HNV3Z9J01BUBYI	57-325	269	15-325	311	524
HNV3Z9J01DOXNM	38-49	12	15-49	35	594
HNV3Z9J01AZTUW	38-47	10	15-47	33	702
HNV3Z9J01DCFR7	62-267	206	15-267	253	542
HNV3Z9J01DEHPJ	59-381	323	15-381	367	514
HNV3Z9J01EWOUB	37-37	1	15-109	95	132
HNV3Z9J01AZZAX	37-195	159	15-195	181	595
HNV3Z9J01C300Z	39-195	157	15-195	181	529
